weight,max_displacement,feasible,rank,crowding_distance,variables
325.3,0.799706,true,1,0.0026183,0;0;0;12;6;7;6;10
325.702,0.797627,true,1,0.00335732,0;0;0;11;7;6;7;10
326.179,0.796477,true,1,0.00389722,0;0;0;10;7;7;7;10
327.421,0.794894,true,1,0.00457106,0;0;0;10;9;7;6;10
327.823,0.792731,true,1,0.00511291,0;0;0;11;8;6;7;10
329.179,0.790584,true,1,0.00427783,0;0;0;10;7;7;8;10
329.975,0.790116,true,1,0.00150348,0;0;0;10;9;2;4;11
330.019,0.789787,true,1,0.00177926,0;0;0;10;9;8;6;10
330.929,0.787047,true,1,0.0037537,0;0;0;9;8;4;4;11
331.3,0.785935,true,1,0.00668501,0;0;0;10;8;7;8;10
333.05,0.781156,true,1,0.00655491,0;0;0;10;8;4;4;11
333.898,0.779799,true,1,0.0032463,0;0;0;10;8;8;8;10
334.406,0.77865,true,1,0.00235773,0;0;0;9;7;5;5;11
334.695,0.777792,true,1,0.0033106,0;0;0;11;9;3;4;11
335.574,0.775903,true,1,0.00348506,0;0;0;10;9;3;5;11
336.019,0.775038,true,1,0.00310411,0;0;0;13;6;8;8;10
336.527,0.773122,true,1,0.00245053,0;0;0;9;8;5;5;11
336.527,0.772487,true,1,0.00197107,0;0;0;10;7;5;5;11
337.406,0.771752,true,1,0.00523687,0;0;0;9;7;5;6;11
338.617,0.768495,true,1,0.00557516,0;0;0;11;8;9;8;10
339.973,0.767999,true,1,0.00396277,0;0;0;10;7;10;9;10
340.337,0.765674,true,1,0.00492247,0;0;0;12;8;10;7;10
340.77,0.76255,true,1,0.00547172,0;0;0;10;9;5;5;11
341.648,0.760235,true,1,0.00386229,0;0;0;11;7;5;6;11
342.125,0.759335,true,1,0.00397022,0;0;0;10;7;6;6;11
343.368,0.757404,true,1,0.00627784,0;0;0;12;7;6;5;11
344.246,0.75399,true,1,0.00766081,0;0;0;11;7;6;6;11
345.891,0.750587,true,1,0.00378455,0;0;0;11;9;5;6;11
346.368,0.748789,true,1,0.00364166,0;0;0;11;8;6;6;11
347.723,0.748152,true,1,0.00435135,0;0;0;11;6;7;7;11
348.489,0.744271,true,1,0.00502345,0;0;0;12;8;6;6;11
349.443,0.743907,true,1,0.00513716,0;0;0;11;7;8;6;11
351.012,0.741041,true,1,0.00664422,0;0;0;13;8;5;7;11
352.255,0.739075,true,1,0.00436751,0;0;0;14;9;5;6;11
353.321,0.738533,true,1,0.00250395,0;0;0;9;8;8;8;11
353.669,0.737769,true,1,0.00304854,0;0;1;10;7;9;7;11
353.685,0.73497,true,1,0.00386128,0;0;0;11;9;8;6;11
354.489,0.733777,true,1,0.00328146,0;0;0;11;9;6;8;11
354.564,0.731843,true,1,0.00219931,0;0;0;11;8;8;7;11
354.966,0.731518,true,1,0.00337241,0;0;0;11;8;7;8;11
356.685,0.730398,true,1,0.00350654,0;0;0;10;10;8;7;11
356.959,0.729706,true,1,0.00401643,1;0;0;11;10;7;7;11
358.041,0.726976,true,1,0.00681373,0;0;0;10;8;9;8;11
358.807,0.723246,true,1,0.00527562,0;0;0;12;9;8;7;11
359.685,0.722284,true,1,0.00485312,0;0;0;11;9;8;8;11
361.662,0.72088,true,1,0.00424618,1;0;1;12;7;9;8;11
362.24,0.720296,true,1,0.00200804,0;0;0;10;10;3;6;12
362.283,0.717541,true,1,0.00252199,0;0;0;11;9;9;8;11
362.685,0.71635,true,1,0.00263045,0;0;0;12;8;8;9;11
363.451,0.715707,true,1,0.00334555,0;0;0;13;10;7;8;11
363.928,0.713501,true,1,0.00312112,0;0;0;14;8;8;8;11
364.436,0.712419,true,1,0.00442045,0;0;0;11;9;5;5;12
366.08,0.710695,true,1,0.00312558,0;0;0;11;11;4;5;12
366.124,0.710677,true,1,0.00124159,0;0;0;13;9;10;7;11
366.959,0.710305,true,1,0.00481028,0;0;0;10;11;4;6;12
367.436,0.706126,true,1,0.00506271,0;0;0;11;9;5;6;12
368.314,0.705479,true,1,0.00259467,0;0;0;11;8;5;7;12
368.678,0.704448,true,1,0.00278062,0;0;0;12;10;5;5;12
369.959,0.704135,true,1,0.002528,0;0;0;11;10;4;7;12
370.003,0.702979,true,1,0.00119267,0;0;0;12;9;10;9;11
370.034,0.702643,true,1,0.00143527,0;0;0;10;10;6;6;12
370.51,0.70179,true,1,0.00180528,0;0;0;10;9;7;6;12
370.8,0.701333,true,1,0.00203655,0;0;0;14;9;5;5;12
370.912,0.699641,true,1,0.00218834,0;0;0;11;8;6;7;12
371.647,0.699627,true,1,0.00298791,0;0;0;14;9;9;9;11
372.155,0.697436,true,1,0.00340252,0;0;0;11;10;6;6;12
372.632,0.696491,true,1,0.00324839,0;0;0;11;9;7;6;12
373.912,0.695629,true,1,0.0048632,0;0;0;12;7;6;8;12
374.753,0.693045,true,1,0.0056966,0;0;0;11;10;7;6;12
375.632,0.690481,true,1,0.00445558,0;0;0;11;9;7;7;12
376.398,0.689454,true,1,0.00278675,0;0;0;14;9;6;6;12
377.276,0.689129,true,1,0.00446203,0;0;0;11;11;6;7;12
378.23,0.686127,true,1,0.004591,0;0;0;11;9;8;7;12
378.632,0.684937,true,1,0.00182074,0;0;0;12;8;7;8;12
378.996,0.684795,true,1,0.000654529,0;0;0;14;9;7;6;12
379.109,0.684751,true,1,0.00211206,0;0;0;11;8;8;8;12
380.624,0.684327,true,1,0.00220036,1;0;0;11;11;7;7;12
380.64,0.684022,true,1,0.00182219,0;0;0;16;9;6;6;12
381.155,0.682652,true,1,0.00302874,0;0;0;12;9;6;9;12
382.109,0.68209,true,1,0.00346658,0;0;0;10;9;8;9;12
382.473,0.679913,true,1,0.0027087,0;0;0;15;7;8;7;12
382.874,0.679567,true,1,0.00225771,0;0;0;11;11;7;8;12
382.949,0.677575,true,1,0.00318955,0;0;0;12;9;9;7;12
383.351,0.675979,true,1,0.00329584,0;0;0;13;8;8;8;12
384.707,0.675704,true,1,0.0026442,0;0;0;11;8;9;9;12
385.398,0.675403,true,1,0.00219579,0;0;0;13;10;6;9;12
385.836,0.674399,true,1,0.00245094,0;0;0;15;10;8;6;12
385.874,0.672806,true,1,0.00256755,0;0;0;13;9;7;9;12
386.351,0.6717,true,1,0.0061163,0;0;0;12;9;8;9;12
388.071,0.667787,true,1,0.00721301,0;0;0;13;9;9;8;12
390.148,0.667535,true,1,0.00461144,0;0;0;12;11;3;6;13
390.192,0.664679,true,1,0.00521652,0;0;0;13;10;9;8;12
391.867,0.663031,true,1,0.00322948,0;0;0;13;11;4;5;13
391.98,0.662943,true,1,0.00118875,0;0;0;12;8;5;7;13
392.313,0.662083,true,1,0.00353772,0;0;0;13;11;9;8;12
393.192,0.659954,true,1,0.00289067,0;0;0;13;10;9;9;12
393.223,0.659525,true,1,0.00180276,0;0;0;13;9;5;6;13
394.176,0.658965,true,1,0.00273866,0;0;0;12;8;7;6;13
394.836,0.658193,true,1,0.00481337,0;0;0;16;9;8;9;12
395.821,0.654894,true,1,0.00490802,0;0;0;13;9;6;6;13
396.7,0.654312,true,1,0.00279886,0;0;0;11;10;6;7;13
397.578,0.65369,true,1,0.00197834,0;0;0;11;9;6;8;13
397.911,0.653417,true,1,0.00166052,0;0;0;13;11;10;9;12
397.942,0.65199,true,1,0.00244715,0;0;0;12;11;6;6;13
398.419,0.65087,true,1,0.00501905,0;0;0;13;9;7;6;13
400.176,0.648499,true,1,0.00573282,0;0;0;12;8;7;8;13
401.344,0.647425,true,1,0.00381952,0;0;0;13;10;5;8;13
401.821,0.645761,true,1,0.00399274,0;0;0;12;10;6;8;13
402.775,0.644144,true,1,0.00390672,0;0;0;12;8;8;8;13
404.259,0.64406,true,1,0.00264499,1;0;0;14;10;11;10;12
404.708,0.643402,true,1,0.00168363,0;0;0;13;13;5;7;13
404.821,0.642616,true,1,0.00120147,0;0;0;14;8;6;9;13
405.216,0.642528,true,1,0.000866073,0;0;0;12;12;2;4;14
405.298,0.640562,true,1,0.00231489,0;0;0;12;9;7;9;13
406.251,0.640543,true,1,0.00248454,0;0;0;12;7;9;9;13
406.412,0.638845,true,1,0.00324164,0;0;1;13;11;7;7;13
407.842,0.638503,true,1,0.00264962,0;0;1;13;8;10;7;13
407.896,0.637445,true,1,0.00128355,0;0;0;11;10;8;9;13
408.169,0.637256,true,1,0.00108583,1;0;0;12;10;7;9;13
408.373,0.63668,true,1,0.00286317,0;0;0;11;9;9;9;13
408.662,0.634128,true,1,0.00348175,0;0;0;15;9;7;8;13
410.419,0.633337,true,1,0.00428492,0;0;0;13;9;7;10;13
412.057,0.632399,true,1,0.00546907,0;0;0;13;13;3;4;14
412.138,0.628494,true,1,0.00565494,0;0;0;14;9;8;9;13
414.131,0.627823,true,1,0.00468571,1;0;0;13;12;8;8;13
414.26,0.625287,true,1,0.00273568,0;0;0;14;10;8;9;13
414.737,0.62503,true,1,0.00232815,0;0;0;15;8;9;9;13
416.123,0.624869,true,1,0.00328422,0;0;0;12;8;6;7;14
416.456,0.62312,true,1,0.00353705,0;0;0;13;11;10;8;13
416.858,0.621189,true,1,0.00316798,0;0;0;14;10;9;9;13
417.811,0.620837,true,1,0.00224172,0;0;0;13;9;11;9;13
418.213,0.620149,true,1,0.00330683,0;0;0;13;9;10;10;13
418.979,0.618095,true,1,0.0049974,0;0;0;15;10;9;9;13
420.335,0.616523,true,1,0.00312284,0;0;0;14;9;10;10;13
420.699,0.616402,true,1,0.00278689,0;0;0;16;10;10;8;13
422.343,0.6157,true,1,0.00471642,0;0;0;15;13;9;8;13
423.253,0.613782,true,1,0.00472819,0;0;0;13;13;5;6;14
424.132,0.611329,true,1,0.00422484,0;0;0;14;11;5;7;14
425.562,0.609636,true,1,0.0055939,0;0;0;12;10;8;7;14
426.699,0.60755,true,1,0.00512026,0;0;0;16;10;10;10;13
428.343,0.606804,true,1,0.00414797,0;0;0;16;12;9;10;13
428.964,0.605273,true,1,0.00433461,0;0;0;12;10;7;9;14
429.73,0.603,true,1,0.00469176,0;0;0;14;11;6;8;14
430.683,0.601186,true,1,0.00344249,0;0;0;13;10;8;8;14
431.926,0.600472,true,1,0.00285494,0;0;0;13;12;8;7;14
432.601,0.60014,true,1,0.00209062,1;0;0;15;11;6;8;14
433.094,0.599362,true,1,0.00325909,0;0;0;17;11;6;7;14
433.972,0.597643,true,1,0.00419171,0;0;0;15;12;6;8;14
436.094,0.59649,true,1,0.00430227,0;0;0;14;14;6;8;14
436.168,0.595059,true,1,0.00259574,0;0;0;14;13;8;7;14
436.683,0.593863,true,1,0.00327259,0;0;0;14;9;8;10;14
438.215,0.59364,true,1,0.00471145,0;0;0;15;14;6;8;14
438.804,0.590621,true,1,0.00525031,0;0;0;14;10;8;10;14
440.411,0.589783,true,1,0.00326357,0;0;0;18;11;8;7;14
440.555,0.588783,true,1,0.00218925,0;0;0;14;10;5;6;15
440.926,0.587593,true,1,0.00227367,0;0;0;15;10;8;10;14
441.477,0.587071,true,1,0.00165386,0;0;0;14;9;11;9;14
441.879,0.586758,true,1,0.00330372,0;0;0;13;10;10;10;14
443.047,0.584918,true,1,0.00527832,0;0;0;16;10;8;10;14
444.29,0.583175,true,1,0.00491013,0;0;0;17;11;8;9;14
445.751,0.582255,true,1,0.00428224,0;0;0;13;11;7;6;15
446.122,0.580089,true,1,0.00368094,0;0;0;15;10;10;10;14
447.766,0.578292,true,1,0.00340874,0;0;0;16;11;9;10;14
448.274,0.578202,true,1,0.00236924,0;0;0;13;12;6;7;15
449.599,0.577774,true,1,0.00276415,0;0;0;13;11;11;11;14
450.001,0.577,true,1,0.00165988,0;0;0;15;9;10;12;14
450.38,0.57668,true,1,0.00102569,0;0;1;14;9;7;8;15
450.669,0.576594,true,1,0.00282776,1;0;0;14;13;5;7;15
451.274,0.574185,true,1,0.00358971,0;0;0;15;10;6;8;15
452.153,0.573932,true,1,0.00167328,0;0;0;14;10;6;9;15
452.592,0.573853,true,1,0.00339942,0;0;0;14;12;8;6;15
453.396,0.571174,true,1,0.00350326,0;0;0;15;11;6;8;15
453.841,0.570966,true,1,0.00237847,0;0;0;15;11;11;11;14
454.826,0.570059,true,1,0.00292392,0;0;0;13;10;9;8;15
455.115,0.568885,true,1,0.00608901,0;0;0;16;11;7;7;15
458.115,0.565497,true,1,0.00811746,0;0;0;17;10;7;8;15
459.818,0.564823,true,1,0.00457855,0;0;1;13;12;9;8;15
460.697,0.563103,true,1,0.00511409,0;0;1;15;9;9;9;15
461.592,0.560535,true,1,0.00378196,0;0;0;16;10;8;9;15
462.068,0.560019,true,1,0.00156797,0;0;0;14;11;9;9;15
462.545,0.559815,true,1,0.00187327,0;0;0;14;10;10;9;15
463.311,0.558527,true,1,0.00294972,0;0;0;15;12;9;8;15
464.479,0.558335,true,1,0.00322832,0;0;0;16;14;7;8;15
465.47,0.557331,true,1,0.00381668,0;0;0;15;10;8;11;15
466.772,0.556544,true,1,0.00331361,1;0;0;14;9;11;10;15
466.788,0.554797,true,1,0.00169277,0;0;0;14;12;10;9;15
467.061,0.554692,true,1,0.000767696,0;0;1;15;12;9;9;15
467.265,0.554459,true,1,0.0012194,0;0;0;14;11;11;9;15
467.987,0.5544,true,1,0.00189061,0;0;0;15;13;4;6;16
