weight,max_displacement,feasible,rank,crowding_distance,variables
206.144,4.75568,true,1,0.00475644,5;4;0;6;0;2;0;17;0;0;0;0;13;8;0;0;0;0;0;0;0;0;8;0;0
207.674,4.75184,true,1,0.00304622,5;7;0;10;0;4;0;19;0;0;0;0;6;0;0;0;0;0;0;0;0;0;12;0;0
207.729,4.75019,true,1,0.0121341,5;7;0;0;1;6;0;19;0;0;0;0;10;0;5;0;0;0;0;0;2;0;10;0;0
209.641,4.70098,true,1,0.0178607,5;7;0;10;0;6;0;19;0;0;0;0;6;0;0;0;0;0;0;0;0;0;12;0;0
211.283,4.67972,true,1,0.0108107,6;8;0;0;0;4;0;24;0;2;0;0;8;0;0;2;0;0;0;0;1;0;5;0;0
211.773,4.6582,true,1,0.0135627,5;8;0;3;0;7;0;17;0;0;0;0;6;17;0;2;0;0;0;0;0;0;8;0;0
212.043,4.61327,true,1,0.0155846,4;4;0;13;0;2;0;25;0;0;0;0;4;8;0;0;0;0;0;0;0;10;8;0;0
212.428,4.58038,true,1,0.00720488,5;9;0;0;0;6;0;17;0;4;0;0;13;0;7;0;0;0;0;0;0;0;8;0;0
212.483,4.53095,true,1,0.0143008,5;4;0;10;4;2;0;20;0;0;0;0;6;2;6;0;0;0;0;0;0;0;12;0;0
215.433,4.46769,true,1,0.0153152,5;4;0;10;4;5;0;20;0;0;0;0;6;2;6;0;0;0;0;0;0;0;12;0;0
215.597,4.44317,true,1,0.0144226,5;7;0;10;0;6;0;19;0;3;0;0;6;0;5;0;0;0;0;0;0;0;12;0;0
216.799,4.40075,true,1,0.0156592,5;7;0;10;0;6;0;19;0;3;0;0;6;0;5;0;0;0;0;0;2;0;12;0;0
218.384,4.37919,true,1,0.0200297,5;4;0;10;4;3;0;25;0;0;0;0;6;2;6;0;0;0;0;0;0;0;12;0;0
219.312,4.31189,true,1,0.0198631,5;7;0;10;1;6;0;20;0;2;0;0;10;0;5;0;0;0;0;0;2;0;8;0;0
220.733,4.29012,true,1,0.00774227,5;7;0;10;1;6;0;19;0;2;0;0;10;0;5;0;0;0;0;0;2;0;12;0;0
223.576,4.28237,true,1,0.0156985,5;6;0;10;0;6;0;25;0;0;0;0;6;2;6;1;0;0;0;0;3;0;12;0;3
224.884,4.2332,true,1,0.0125728,4;4;0;10;7;3;0;22;0;3;0;0;9;1;0;11;0;0;0;0;0;13;6;0;0
225.269,4.22737,true,1,0.0166008,5;15;0;0;0;6;0;23;0;5;0;0;10;2;4;0;0;0;0;0;2;0;12;0;0
227.563,4.13842,true,1,0.0215234,5;15;0;10;4;3;0;17;0;5;0;0;11;2;6;0;0;0;0;0;0;0;6;0;0
230.294,4.05772,true,1,0.0172276,4;4;0;10;7;3;0;22;0;3;0;0;9;10;0;11;0;0;0;0;0;13;6;0;0
231.278,4.05487,true,1,0.0128201,5;15;0;10;4;3;0;22;0;5;0;0;11;0;6;0;0;0;0;0;0;0;6;0;0
232.48,4.0047,true,1,0.0155174,5;15;0;10;4;3;0;22;0;5;0;0;11;2;6;0;0;0;0;0;0;0;6;0;0
233.081,3.98507,true,1,0.00644062,5;15;0;10;4;3;0;22;0;5;0;0;11;2;6;0;1;0;0;0;0;0;6;0;0
234.226,3.97948,true,1,0.00522059,4;15;0;10;0;3;0;30;0;4;0;0;11;2;6;0;0;0;0;0;5;4;5;0;0
234.721,3.96375,true,1,0.00659618,5;15;0;10;1;6;0;21;0;5;0;0;10;2;5;0;0;0;0;0;2;0;12;0;0
235.322,3.95201,true,1,0.00421715,5;15;0;10;1;6;0;21;0;5;0;0;10;2;6;0;0;0;0;0;2;0;12;0;0
235.705,3.94807,true,1,0.00867551,5;15;0;10;1;7;0;21;0;5;0;0;10;2;5;0;0;0;0;0;2;0;12;0;0
237.451,3.92046,true,1,0.0149458,4;4;0;17;7;3;0;29;0;3;0;0;9;8;0;2;0;0;0;0;0;13;6;0;0
239.093,3.89186,true,1,0.00887618,5;15;0;10;4;3;0;22;0;5;0;0;11;13;6;0;0;0;0;0;0;0;6;0;0
239.365,3.88643,true,1,0.00766242,5;15;0;10;4;3;0;30;0;4;0;0;11;2;6;0;0;0;0;0;0;0;6;0;0
239.422,3.85365,true,1,0.00829731,5;7;0;8;4;4;0;27;0;1;0;0;12;8;0;0;0;0;0;0;5;12;12;0;0
239.531,3.84378,true,1,0.0125782,5;9;0;9;1;5;0;29;0;5;0;0;10;2;11;0;0;0;0;0;2;0;14;0;0
241.935,3.79514,true,1,0.0101073,5;9;0;9;1;5;0;29;0;5;0;0;10;6;11;0;0;0;0;0;2;0;14;0;0
244.614,3.78471,true,1,0.00725356,5;11;0;3;1;6;0;28;0;5;0;0;10;16;5;7;0;0;0;0;2;0;14;0;0
244.941,3.77695,true,1,0.0145753,5;9;0;9;1;5;0;29;0;5;0;0;10;6;16;0;0;0;0;0;2;0;14;0;0
246.033,3.71731,true,1,0.0186452,5;7;0;8;4;4;0;27;0;4;0;0;20;8;5;0;0;0;0;0;0;5;12;0;0
247.836,3.69184,true,1,0.00507566,5;7;0;8;4;4;0;27;0;4;0;0;20;8;5;0;0;0;0;0;0;8;12;0;0
249.916,3.67456,true,1,0.0150511,6;11;0;10;2;6;0;26;0;2;0;0;13;0;7;5;4;0;0;0;0;4;13;0;0
251.498,3.63012,true,1,0.0130866,5;11;0;10;1;6;0;28;0;5;0;0;10;16;5;7;0;0;0;0;2;0;14;0;0
251.934,3.61901,true,1,0.00371723,5;7;0;8;4;4;0;27;0;10;0;0;20;8;0;6;0;0;0;0;0;4;12;0;0
252.648,3.61819,true,1,0.00350241,6;7;0;8;4;4;0;27;0;4;0;0;20;8;7;0;0;0;0;0;0;4;12;0;0
253.963,3.61408,true,1,0.0056664,7;9;0;9;1;5;0;29;0;5;0;0;10;6;11;0;0;0;0;0;2;0;14;0;0
254.396,3.59997,true,1,0.0123792,6;11;0;10;2;6;0;26;0;9;0;0;13;0;7;5;4;0;0;0;0;0;13;0;0
256.582,3.56628,true,1,0.0125691,6;7;0;8;4;8;0;27;0;4;0;0;20;8;7;0;0;0;0;0;0;4;12;0;0
256.851,3.55007,true,1,0.0107326,5;7;0;8;4;7;0;29;0;10;0;0;20;8;0;6;0;0;0;0;0;4;12;0;0
258.765,3.52425,true,1,0.0200638,5;15;0;10;0;8;0;30;0;5;0;0;11;7;6;4;0;0;0;0;12;0;14;0;0
262.375,3.48112,true,1,0.0158476,6;7;0;14;4;7;0;27;0;8;0;0;12;9;6;0;0;0;0;0;12;0;12;0;0
263.466,3.46771,true,1,0.0101845,6;7;0;8;4;10;0;32;0;4;0;0;20;8;7;0;0;0;0;0;0;4;12;0;0
264.666,3.43975,true,1,0.0110829,5;7;0;8;4;7;0;29;0;10;0;0;20;8;13;6;0;0;0;0;0;4;12;0;0
267.453,3.42787,true,1,0.00710081,5;7;0;8;4;8;0;29;0;10;0;0;20;8;13;6;0;0;0;0;0;4;12;0;3
268.386,3.42713,true,1,0.00643435,6;7;0;8;4;6;0;27;0;7;0;0;20;13;7;0;0;0;0;0;0;17;12;0;0
268.545,3.40122,true,1,0.010205,5;15;0;10;1;6;0;39;0;5;0;0;16;12;6;8;0;0;0;0;0;0;12;0;0
270.731,3.38896,true,1,0.00681512,5;21;0;10;2;6;0;39;0;5;0;0;10;10;5;9;0;0;0;0;2;0;14;0;0
270.906,3.38103,true,1,0.00744358,8;11;2;10;1;6;0;28;0;5;0;0;10;15;5;7;0;0;0;0;2;0;14;0;0
273.193,3.34709,true,1,0.0136366,6;13;0;14;0;7;0;30;0;8;0;0;18;9;0;0;0;0;0;0;12;8;8;0;2
275.218,3.323,true,1,0.0122481,7;15;0;4;4;7;0;39;0;4;0;0;16;12;0;8;0;0;0;0;0;0;14;0;0
276.201,3.30257,true,1,0.00793676,7;15;0;4;4;7;0;39;0;5;0;0;16;12;0;8;0;0;0;0;0;0;14;0;0
277.622,3.29719,true,1,0.00733842,7;15;0;4;4;7;0;39;0;4;0;0;16;16;0;8;0;0;0;0;0;0;14;0;0
278.495,3.27918,true,1,0.00528397,7;15;0;10;4;7;0;39;0;5;0;0;16;0;6;8;0;0;0;0;0;0;14;0;0
278.606,3.26977,true,1,0.00571835,7;15;0;5;4;7;0;39;0;4;0;0;16;16;0;8;0;0;0;0;0;0;14;0;0
282.042,3.26941,true,1,0.00848264,5;13;2;20;13;6;0;28;0;8;0;0;9;15;9;7;0;0;0;0;4;0;14;0;0
282.54,3.25129,true,1,0.00472872,7;11;0;13;0;10;0;44;0;8;0;0;8;3;13;0;0;3;0;0;4;4;11;0;0
282.593,3.24814,true,1,0.0154676,6;7;0;9;4;4;0;44;0;13;0;0;10;8;6;0;0;0;0;0;12;15;12;0;0
282.927,3.1719,true,1,0.0202623,8;9;0;10;0;8;0;36;0;5;0;0;16;5;12;8;0;0;0;0;1;5;14;0;0
284.838,3.14723,true,1,0.00878406,8;9;0;10;5;8;0;36;0;5;0;0;16;5;12;8;0;0;0;0;1;0;14;0;0
285.709,3.12669,true,1,0.010052,7;15;0;10;4;7;0;39;0;5;0;0;16;12;6;8;0;0;0;0;0;0;14;0;0
287.513,3.11207,true,1,0.0138977,7;15;0;10;4;7;0;39;0;5;0;0;16;15;6;8;0;0;0;0;0;0;14;0;0
290.85,3.0877,true,1,0.017507,8;9;0;10;5;8;0;36;0;5;0;0;16;15;12;8;0;0;0;0;1;0;14;0;0
293.414,3.05729,true,1,0.011261,7;15;0;10;4;13;0;39;0;5;0;0;16;15;6;8;0;0;0;0;0;0;14;0;0
295.597,3.04472,true,1,0.00617185,6;11;0;14;5;9;0;39;0;5;0;0;20;9;5;8;0;0;0;0;0;3;30;0;0
296.198,3.04333,true,1,0.0125908,6;11;0;14;5;9;0;39;0;5;0;0;20;9;5;8;0;0;0;0;0;3;30;0;1
299.204,3.00239,true,1,0.0126549,6;11;0;14;5;9;0;39;0;5;0;0;20;9;5;8;5;0;0;0;0;3;30;0;1
300.029,3.00216,true,1,0.00365701,8;14;0;10;5;13;0;39;0;5;0;0;16;5;17;8;0;0;0;0;0;0;14;0;0
300.298,2.99041,true,1,0.00943666,7;15;0;10;4;13;0;44;0;5;0;0;18;15;6;8;0;0;0;0;0;0;14;0;0
302.325,2.96771,true,1,0.0115211,8;9;0;10;5;13;0;39;0;5;0;0;16;5;12;8;0;0;0;0;17;0;14;0;0
305.108,2.91703,true,1,0.015731,7;15;0;10;4;13;0;44;0;5;0;0;18;15;6;3;0;0;0;0;13;0;14;0;0
306.31,2.89989,true,1,0.0117032,7;15;0;10;4;13;0;44;0;5;0;0;18;15;6;3;0;0;0;0;13;0;16;0;0
308.113,2.87283,true,1,0.0147361,7;15;0;10;4;13;0;44;0;5;0;0;18;15;6;6;0;0;0;0;13;0;16;0;0
315.327,2.85537,true,1,0.0119649,7;15;0;10;4;13;0;44;0;5;0;0;18;15;6;8;0;0;0;0;0;25;14;0;0
317.239,2.84934,true,1,0.0075468,7;20;0;13;0;12;1;44;0;8;0;2;14;3;13;9;4;3;0;0;9;1;21;0;0
318.55,2.83119,true,1,0.0218717,7;16;0;22;0;7;0;44;0;9;0;0;21;8;10;7;4;2;0;4;1;11;10;0;0
320.139,2.75335,true,1,0.0239486,8;16;0;20;4;7;0;31;0;12;0;0;19;7;12;5;0;0;0;0;15;9;14;0;4
322.762,2.73301,true,1,0.0256306,8;10;0;9;9;7;0;41;0;11;0;0;21;22;2;8;0;0;0;6;9;15;10;0;0
329.587,2.65714,true,1,0.010228,7;16;0;22;10;7;0;44;0;9;0;0;21;3;13;7;4;0;0;6;1;15;10;0;0
333.855,2.65578,true,1,0.00853486,8;10;0;9;19;7;1;37;0;11;0;0;21;11;14;8;6;0;0;6;9;15;10;0;0
335.658,2.65265,true,1,0.00928879,8;10;0;9;19;7;1;37;0;11;0;0;21;11;14;8;6;0;0;6;9;15;10;0;3
337.729,2.63265,true,1,0.0117954,7;16;0;15;19;7;0;44;0;11;0;0;21;17;0;15;0;2;0;6;1;15;10;0;0
338.609,2.61013,true,1,0.00900875,8;16;0;20;4;7;0;44;0;12;0;0;15;19;17;9;0;0;0;0;15;9;9;0;4
340.735,2.6052,true,1,0.00868351,7;18;0;11;8;11;0;44;0;18;0;4;19;16;4;6;8;0;0;0;1;14;20;0;2
344.026,2.60049,true,1,0.00819924,11;9;0;10;8;10;0;44;0;7;0;0;30;8;0;2;11;0;0;0;10;13;17;0;0
345.378,2.59295,true,1,0.00775035,7;10;0;33;19;7;0;41;0;11;0;0;21;11;13;8;0;0;0;6;1;15;10;0;0
347.35,2.5818,true,1,0.010456,8;16;0;14;4;9;0;44;0;13;0;8;25;10;0;9;0;0;0;0;15;14;20;0;4
347.513,2.55206,true,1,0.0154906,7;19;0;11;8;7;0;44;0;13;0;0;22;12;7;32;8;0;0;0;6;16;13;0;3
352.76,2.52197,true,1,0.0180047,8;16;0;14;4;9;0;44;0;13;0;8;25;19;0;9;0;0;0;0;15;14;20;0;4
356.528,2.4965,true,1,0.012886,7;19;0;11;12;7;0;44;0;13;0;0;29;12;7;32;5;0;0;0;6;16;13;0;3
358.606,2.49303,true,1,0.00877959,8;16;0;24;4;9;0;44;0;12;0;8;25;19;0;9;0;0;0;0;15;9;20;0;4
359.808,2.47209,true,1,0.0151669,8;16;0;24;4;9;0;44;0;12;0;8;25;19;2;9;0;0;0;0;15;9;20;0;4
360.746,2.42732,true,1,0.020832,11;24;0;10;8;10;0;44;0;9;0;0;30;8;0;2;11;0;0;0;10;13;17;0;0
367.842,2.41584,true,1,0.0129428,8;16;0;24;4;8;0;44;0;12;0;8;25;19;17;9;0;0;0;0;15;9;20;0;4
368.826,2.40868,true,1,0.00803725,8;16;0;24;4;9;0;44;0;12;0;8;25;19;17;9;0;0;0;0;15;9;20;0;4
370.481,2.35662,true,1,0.014995,13;25;0;11;0;11;0;44;0;7;0;0;20;15;6;11;0;0;0;0;10;14;25;0;4
375.618,2.34203,true,1,0.0183498,13;25;0;11;0;11;0;44;0;7;0;4;20;15;6;11;0;0;0;0;12;14;25;0;4
379.161,2.29153,true,1,0.0200968,11;21;0;23;12;8;0;34;0;19;0;0;30;3;15;6;5;1;0;0;15;11;12;0;4
386.803,2.26459,true,1,0.024397,8;16;0;14;21;9;0;44;0;19;0;8;25;19;17;9;7;0;0;0;10;14;20;0;4
392.386,2.25113,true,1,0.0125086,11;21;0;23;12;8;0;34;0;19;0;0;30;3;15;6;27;1;0;0;15;11;12;0;4
394.463,2.24975,true,1,0.00546637,11;21;0;23;12;8;0;44;0;19;0;0;16;3;15;6;5;0;0;0;15;43;13;0;4
396.046,2.24673,true,1,0.00473352,12;32;0;14;8;14;0;38;0;16;0;0;44;7;5;10;3;0;0;0;12;4;13;0;5
396.601,2.23905,true,1,0.00540181,13;17;1;11;11;13;1;44;0;6;0;3;29;3;14;19;20;0;0;2;6;20;15;0;0
397.746,2.22958,true,1,0.00551894,13;39;1;11;11;11;2;44;0;6;0;3;22;20;14;5;0;0;0;0;6;18;15;0;0
398.729,2.2195,true,1,0.0130515,13;39;1;11;11;13;1;44;0;6;0;3;22;20;14;5;0;0;0;0;6;18;15;0;0
400.864,2.17393,true,1,0.0222299,13;10;1;22;11;14;0;44;0;6;0;3;22;32;14;14;6;0;0;0;11;18;15;1;0
405.837,2.14971,true,1,0.0128259,13;17;1;11;11;12;1;44;0;6;0;3;29;20;14;19;20;0;0;2;6;20;15;0;0
406.82,2.14604,true,1,0.00491783,13;17;1;11;11;13;1;44;0;6;0;3;29;20;14;19;20;0;0;2;6;20;15;0;0
408.129,2.13064,true,1,0.0121602,13;25;0;22;4;8;0;44;0;6;0;7;36;20;6;11;0;0;0;0;12;14;25;0;4
414.143,2.13047,true,1,0.014129,14;19;0;32;4;10;0;39;0;17;0;0;31;19;9;13;16;1;0;0;11;0;23;0;0
415.013,2.10208,true,1,0.0207266,13;21;0;13;9;12;0;44;0;20;0;0;40;20;17;2;1;2;0;3;16;20;11;0;0
420.15,2.06126,true,1,0.0235506,13;25;0;13;9;12;0;44;0;20;0;0;40;12;5;25;1;2;0;0;16;20;11;0;2
426.592,2.05515,true,1,0.0177697,10;16;0;24;23;9;0;44;0;12;0;8;25;19;17;12;27;15;0;0;15;9;20;0;4
427.965,2.01347,true,1,0.0170604,13;25;0;13;9;12;0;44;0;20;0;0;40;12;17;25;1;2;0;3;16;20;11;0;0
433.428,2.00787,true,1,0.0158931,13;24;0;25;9;10;0;44;0;6;2;7;44;5;19;11;9;0;0;0;10;18;31;0;0
437.864,1.99572,true,1,0.0182331,15;25;0;17;4;10;0;44;0;12;0;3;33;10;10;37;13;7;0;0;20;18;13;0;0
437.91,1.94163,true,1,0.0194686,13;25;0;13;12;15;0;44;0;11;0;8;39;22;7;10;12;0;0;0;18;11;37;0;0
442.828,1.92618,true,1,0.0192373,13;25;0;13;12;15;0;44;0;11;0;8;44;22;7;10;12;0;0;0;18;11;37;0;0
449.439,1.91711,true,1,0.0154044,13;24;0;24;9;10;0;44;0;26;2;3;41;5;13;14;11;0;0;9;9;18;31;0;0
450.807,1.89819,true,1,0.0120937,13;25;0;13;12;15;0;44;0;18;0;8;39;22;7;10;22;0;0;0;18;11;37;0;0
457.855,1.87717,true,1,0.00955657,13;24;0;24;9;10;0;44;0;26;2;3;41;5;36;14;11;0;0;0;9;18;31;0;0
459.384,1.87428,true,1,0.00354501,13;24;0;25;9;10;0;44;0;26;2;3;44;5;36;11;9;0;0;0;10;18;31;0;0
460.195,1.87409,true,1,0.00568787,11;19;19;44;33;2;0;44;0;8;0;10;29;24;0;20;11;0;0;0;20;13;18;0;1
463.546,1.87206,true,1,0.0154506,15;18;0;19;9;11;0;44;0;14;0;9;44;42;0;26;11;0;0;0;14;17;27;0;1
464.733,1.82289,true,1,0.0237506,11;19;19;44;26;2;0;44;0;8;0;10;29;24;28;20;8;0;0;0;14;13;18;0;1
473.662,1.81432,true,1,0.0248931,18;31;0;26;8;11;0;44;0;12;0;9;33;10;10;31;13;0;0;0;20;18;13;0;0
477.028,1.77367,true,1,0.0312057,11;19;19;44;33;2;0;44;0;8;0;10;29;24;28;20;11;0;0;0;20;13;18;0;1
491.802,1.77082,true,1,0.0299571,17;31;0;22;22;15;0;44;0;19;0;6;20;13;29;14;6;0;0;4;5;36;32;0;8
492.784,1.72084,true,1,0.0160006,17;31;0;22;22;15;1;44;0;19;0;10;27;13;35;14;6;0;0;4;8;17;32;0;0
496.665,1.71888,true,1,0.00778947,17;31;0;22;22;15;1;44;0;19;0;6;27;44;17;14;6;0;0;4;8;17;32;0;0
498.247,1.71622,true,1,0.00408738,17;31;0;34;22;15;1;44;0;19;0;6;27;44;0;14;6;0;0;4;8;17;32;0;0
499.069,1.71338,true,1,0.00773628,17;31;0;22;22;15;1;44;0;19;0;6;27;44;17;14;6;4;0;4;8;17;32;0;0
503.823,1.71264,true,1,0.00810522,17;31;0;22;22;15;1;44;0;19;0;6;30;44;1;12;6;0;0;4;8;44;24;0;6
505.132,1.68181,true,1,0.0147709,17;31;0;22;22;15;3;44;0;19;0;6;44;44;2;14;6;0;0;4;8;17;24;0;6
509.066,1.6668,true,1,0.0197842,17;35;0;22;22;15;3;44;0;19;0;6;44;44;2;14;6;0;0;4;8;17;24;0;6
517.593,1.66063,true,1,0.020972,17;31;0;22;22;15;1;44;0;19;0;6;44;44;1;12;6;0;0;4;8;44;24;0;6
521.255,1.63754,true,1,0.0123314,17;31;0;22;22;15;1;44;0;19;0;6;41;44;35;14;6;0;0;4;8;17;24;0;8
523.003,1.63171,true,1,0.0106388,17;31;0;22;22;15;1;44;0;19;0;6;44;44;35;14;6;0;0;4;8;17;24;0;6
526.506,1.61648,true,1,0.0209611,18;31;0;31;8;11;0;44;0;21;0;9;33;44;10;31;13;0;0;0;20;18;44;0;0
534.206,1.59593,true,1,0.014004,17;31;0;31;18;13;0;44;0;9;0;15;44;44;18;12;31;1;0;0;8;20;34;0;7
534.697,1.59577,true,1,0.0057991,17;31;0;31;8;15;4;44;0;19;0;15;44;44;18;14;14;4;0;0;17;17;34;0;4
539.025,1.59575,true,1,0.0116696,21;38;0;22;14;13;0;37;0;32;0;5;44;29;14;27;18;0;0;8;8;17;22;0;0
540.158,1.57068,true,1,0.0116776,17;31;1;44;19;16;1;44;0;19;0;11;44;44;14;14;6;0;0;4;15;17;24;0;6
543.491,1.56398,true,1,0.0110334,17;31;0;44;22;15;4;44;0;16;0;15;43;44;18;19;11;0;0;1;8;12;26;0;4
547.651,1.54817,true,1,0.00699649,19;29;11;44;22;10;0;44;0;32;0;8;26;11;27;22;16;0;0;0;15;25;27;0;0
548.252,1.54541,true,1,0.013264,19;29;11;44;22;10;0;44;0;32;0;8;26;11;27;22;16;1;0;0;15;25;27;0;0
555.512,1.53069,true,1,0.0231379,17;38;1;44;19;16;1;44;0;27;0;11;44;44;14;14;6;3;0;4;15;17;24;0;4
560.275,1.50363,true,1,0.0256082,19;29;11;44;22;10;0;44;0;32;0;8;26;31;27;22;16;1;0;0;15;25;27;0;0
570.596,1.48204,true,1,0.0262999,18;44;0;44;22;14;0;44;0;31;0;10;44;13;30;21;13;0;0;0;21;20;29;0;0
581.161,1.48135,true,1,0.00488749,23;44;9;35;21;12;0;44;0;27;0;3;29;34;17;22;19;0;0;0;18;23;29;0;0
582.179,1.47328,true,1,0.00729845,17;31;0;44;31;15;4;44;0;27;0;15;44;44;18;14;34;0;0;6;8;17;28;0;4
585.786,1.46912,true,1,0.00763605,17;31;0;44;31;15;4;44;0;27;0;15;44;44;18;14;34;0;0;6;8;17;34;0;4
587.426,1.46803,true,1,0.00407982,17;31;0;31;31;15;4;44;0;38;0;15;44;44;18;14;34;3;0;6;8;17;34;0;7
588.355,1.46474,true,1,0.00455597,18;44;0;44;22;19;0;44;0;31;0;20;44;13;31;21;9;0;0;0;21;28;29;0;0
589.059,1.43907,true,1,0.0130634,15;25;13;44;44;7;0;44;0;19;0;22;44;33;10;22;31;0;0;0;26;22;44;0;5
598.99,1.42571,true,1,0.0110627,27;31;1;29;14;14;2;44;0;13;0;11;44;44;15;18;21;1;0;4;26;27;26;0;4
600.794,1.42403,true,1,0.0100992,27;31;1;29;14;14;2;44;0;13;0;11;44;44;15;18;21;1;0;7;26;27;26;0;4
606.014,1.41933,true,1,0.0111729,20;38;13;44;28;8;1;41;0;16;0;23;44;22;17;23;28;0;0;3;33;23;20;0;12
612.472,1.41809,true,1,0.00761847,23;24;0;30;28;19;0;44;0;39;0;15;44;31;17;36;3;0;0;0;26;23;44;0;3
613.018,1.40177,true,1,0.00702765,23;44;9;42;21;15;0;44;0;27;0;15;29;34;17;22;36;0;0;0;18;23;29;0;0
616.298,1.39622,true,1,0.00996197,23;44;0;38;21;15;0;44;0;26;0;25;29;31;17;36;28;0;0;0;26;23;27;0;3
619.849,1.39483,true,1,0.0059917,24;44;0;42;13;19;0;44;0;40;0;15;39;41;25;13;8;8;0;0;8;17;44;0;0
620.508,1.39272,true,1,0.0026049,23;44;0;38;21;15;0;44;0;26;0;14;29;31;17;36;36;0;0;0;26;23;44;0;3
621.425,1.3916,true,1,0.0072054,20;38;0;44;28;14;1;41;0;16;0;31;44;22;17;23;28;0;0;3;33;23;44;0;12
