weight,max_displacement,feasible,rank,crowding_distance,used_CR,used_F,variables
207.001,1.26519,true,1,0.0103013,0.270916,0.229432,0;0;0;7;5;3;3;6
209.235,1.25819,true,1,0.0108164,0.395444,0.571686,0;0;0;6;3;4;5;6
209.599,1.2546,true,1,0.00672335,0.292041,0.43533,0;0;0;6;6;4;3;6
210.001,1.25033,true,1,0.00943203,0.409052,0.269546,0;0;0;8;4;3;4;6
211.721,1.24041,true,1,0.0126417,0.110781,0.757025,0;0;0;8;5;4;3;6
212.599,1.23209,true,1,0.00934599,0.494361,0.58885,0;0;0;8;4;4;4;6
213.478,1.23052,true,1,0.00500727,0.521034,0.603143,0;0;0;6;5;4;5;6
215.471,1.22971,true,1,0.0082867,0.149933,0.531266,1;0;0;6;7;4;4;6
215.63,1.22265,true,1,0.00966147,0.448153,0.655817,0;0;0;6;5;0;2;7
215.947,1.21746,true,1,0.00557188,0.438204,0.703756,1;0;0;8;4;5;4;6
216.842,1.217,true,1,0.00286381,0.230985,0.782138,0;0;0;10;4;4;4;6
216.955,1.21514,true,1,0.00540779,0.286358,0.666413,0;0;0;7;3;5;6;6
217.752,1.21111,true,1,0.00769496,0.391402,0.598017,0;0;0;6;6;0;2;7
218.069,1.20649,true,1,0.00519214,0.276025,0.219009,1;0;0;8;5;5;4;6
218.674,1.19882,true,1,0.0102825,0.112327,0.705863,0;0;0;7;4;6;5;6
221.197,1.19646,true,1,0.0159239,0.346334,0.474495,0;0;0;6;6;5;6;6
222.44,1.18313,true,1,0.0189961,0.422937,0.912865,0;0;0;8;6;5;5;6
223.826,1.17493,true,1,0.0132987,0.134919,0.715943,0;0;0;5;6;2;3;7
224.303,1.16809,true,1,0.00868744,0.160157,0.451662,0;0;0;6;4;3;3;7
227.015,1.16669,true,1,0.00207784,0.449396,0.427323,2;0;0;8;5;7;5;6
227.015,1.16669,true,1,0.00149913,0.401499,0.469665,1;0;1;8;5;7;5;6
227.636,1.16562,true,1,0.00497745,0.319027,0.511091,0;0;0;7;7;7;5;6
228.069,1.1616,true,1,0.00832485,0.447275,0.564067,0;0;0;5;8;2;3;7
228.788,1.15555,true,1,0.0131508,0.393346,0.512203,1;0;0;9;5;6;6;6
229.296,1.14536,true,1,0.0102537,0.254981,0.569301,1;0;0;6;6;3;3;7
231.038,1.14518,true,1,0.0126779,0.273454,0.30437,0;0;0;9;5;6;7;6
231.144,1.13113,true,1,0.0204623,0.160355,0.519477,0;0;0;7;5;4;3;7
233.742,1.1218,true,1,0.0130597,0.327888,0.686301,0;0;0;7;5;5;3;7
235.296,1.11987,true,1,0.00888117,0.163199,0.867414,0;0;1;8;4;3;5;7
235.387,1.11236,true,1,0.00909272,0.329377,0.625789,0;0;0;8;6;4;3;7
238.312,1.1112,true,1,0.0115934,0.403091,0.551382,0;0;0;8;7;2;5;7
238.387,1.09611,true,1,0.00904269,0.27213,0.77836,0;0;0;9;5;4;4;7
240.015,1.09162,true,1,0.00883739,0.500993,0.519597,1;0;0;8;5;4;5;7
240.508,1.08745,true,1,0.00829736,0.453181,0.457298,0;0;0;9;6;4;4;7
242.817,1.08472,true,1,0.00703635,0.227598,0.860139,0;0;0;8;3;7;5;7
243.219,1.0821,true,1,0.00586438,0.297686,0.567725,0;0;0;8;3;6;6;7
244.387,1.07845,true,1,0.00563371,0.126824,0.742235,0;0;0;10;4;4;6;7
244.751,1.07586,true,1,0.00738541,0.262176,0.602536,0;0;0;9;8;4;4;7
245.227,1.0698,true,1,0.00995456,0.339259,0.725775,0;0;0;9;7;5;4;7
246.106,1.06454,true,1,0.0112893,0.353478,0.483938,0;0;0;8;7;5;5;7
247.492,1.05807,true,1,0.0172443,0.543708,0.53405,0;0;0;6;6;2;3;8
249.614,1.04669,true,1,0.0118928,0.283103,0.206816,0;0;0;7;6;2;3;8
251.258,1.04626,true,1,0.0024055,0.323766,0.703935,0;0;0;9;6;1;3;8
251.258,1.045,true,1,0.00645525,0.420707,0.550118,0;0;0;8;7;1;3;8
252.689,1.03976,true,1,0.011206,0.363571,0.711795,0;0;0;8;4;4;3;8
253.567,1.03344,true,1,0.00847579,0.299032,0.731536,0;0;0;7;4;4;4;8
253.856,1.03014,true,1,0.0104686,0.476155,0.590557,0;0;0;8;7;2;3;8
256.439,1.02373,true,1,0.0110832,0.26445,0.595366,1;0;0;8;4;4;4;8
256.856,1.0198,true,1,0.0036008,0.570644,0.801664,0;0;0;8;7;2;4;8
256.931,1.01701,true,1,0.00684501,0.341068,0.293323,0;0;0;8;6;4;3;8
258.576,1.01305,true,1,0.0089292,0.305336,0.680968,0;0;0;8;8;3;3;8
259.931,1.00955,true,1,0.0121035,0.138042,0.475065,0;0;0;10;4;4;4;8
261.287,1.00089,true,1,0.0131238,0.250731,0.641008,0;0;0;8;4;5;5;8
262.052,0.995141,true,1,0.00599006,0.290034,0.602777,0;0;0;8;7;4;4;8
262.802,0.995141,true,1,0.00157019,0.305779,0.505694,1;0;0;8;7;4;4;8
262.931,0.99436,true,1,0.00729167,0.311987,0.607658,0;0;0;7;7;4;5;8
264.174,0.987424,true,1,0.0136626,0.293374,0.215591,0;0;0;9;7;4;4;8
266.295,0.9811,true,1,0.0149824,0.383891,0.366625,0;0;0;10;7;4;4;8
267.651,0.972563,true,1,0.0120347,0.250677,0.629241,0;0;0;9;6;5;5;8
270.538,0.971351,true,1,0.00884942,0.522403,0.419314,0;0;0;12;7;4;4;8
270.999,0.96574,true,1,0.00562738,0.510606,0.552604,1;0;0;8;7;6;5;8
271.635,0.965455,true,1,0.00232491,0.302811,0.561955,0;0;0;7;5;3;3;9
272.225,0.964471,true,1,0.00800467,0.394336,0.591158,2;0;0;8;6;7;5;8
273.28,0.955652,true,1,0.0137584,0.347265,0.547568,0;0;0;8;6;2;3;9
274.968,0.950095,true,1,0.0126744,0.472436,0.447732,0;0;0;9;7;7;5;8
276.756,0.943889,true,1,0.00999166,0.584503,0.350823,0;0;0;7;6;3;4;9
277.491,0.940493,true,1,0.0122213,0.341185,0.552256,0;0;0;10;7;6;6;8
280.491,0.932424,true,1,0.00456064,0.420123,0.566834,0;0;0;10;7;6;7;8
280.597,0.93169,true,1,0.00155329,0.465423,0.547059,0;0;0;9;6;4;3;9
280.999,0.931106,true,1,0.00702563,0.409458,0.538323,0;0;0;10;5;3;4;9
282.354,0.924913,true,1,0.0106286,0.453676,0.536344,0;0;0;8;5;4;5;9
283.12,0.920043,true,1,0.00604221,0.271024,0.336667,0;0;0;9;7;3;4;9
284.363,0.919835,true,1,0.00514621,0.538909,0.502207,0;0;0;10;8;3;3;9
286.453,0.917068,true,1,0.00367314,0.360554,0.600349,0;0;0;13;7;7;6;8
286.886,0.916658,true,1,0.00170192,0.323799,0.562739,0;0;0;12;7;2;4;9
286.999,0.915607,true,1,0.002454,0.396197,0.53719,0;0;0;10;5;3;6;9
287.074,0.913647,true,1,0.00628802,0.385804,0.25344,0;0;0;10;4;5;5;9
287.84,0.908437,true,1,0.0132096,0.342379,0.135488,0;0;0;8;9;4;4;9
289.195,0.89912,true,1,0.00979037,0.387148,0.383364,0;0;0;9;6;5;5;9
290.074,0.898669,true,1,0.00459371,0.364065,0.596381,0;0;0;8;6;5;6;9
292.082,0.897312,true,1,0.00643184,0.597465,0.399124,0;0;0;9;10;4;4;9
292.27,0.893351,true,1,0.0057266,0.405659,0.370235,0;0;0;8;6;7;5;9
293.513,0.891785,true,1,0.00988181,0.240778,0.634276,0;0;0;9;7;7;4;9
295.082,0.884333,true,1,0.0123967,0.305022,0.576755,0;0;0;11;8;4;5;9
297.317,0.880888,true,1,0.00631133,0.241906,0.533178,0;0;0;8;8;5;7;9
297.68,0.879784,true,1,0.00525863,0.367447,0.718621,0;0;0;9;10;5;5;9
298.141,0.875076,true,1,0.0105766,0.368109,0.388333,0;0;1;9;6;7;6;9
300.391,0.86968,true,1,0.0103795,0.224006,0.779458,0;0;0;8;7;7;7;9
301.923,0.866853,true,1,0.00478943,0.363849,0.576625,0;0;0;12;9;5;5;9
302.4,0.866284,true,1,0.00197924,0.101092,0.316498,0;0;0;10;10;6;5;9
302.513,0.865086,true,1,0.00653434,0.477535,0.122166,0;0;0;8;8;7;7;9
304.263,0.860326,true,1,0.0139097,0.296523,0.766121,0;0;0;8;8;4;3;10
306.31,0.852148,true,1,0.0111791,0.0651725,0.713694,0;0;0;10;8;2;4;10
307.232,0.849803,true,1,0.00340487,0.362796,0.467274,0;0;0;12;5;8;7;9
307.505,0.849383,true,1,0.00565888,0.433579,0.445165,1;0;0;12;6;7;7;9
308.951,0.844803,true,1,0.00810655,0.255929,0.531016,0;0;0;11;7;9;6;9
309.384,0.841339,true,1,0.00808526,0.266341,0.734297,0;0;0;9;8;4;4;10
311.49,0.837783,true,1,0.00911278,0.233314,0.72644,1;0;0;9;6;5;5;10
313.709,0.835636,true,1,0.00828597,0.273124,0.595067,0;0;0;9;7;9;9;9
313.74,0.830058,true,1,0.009162,0.311671,0.715744,0;0;0;9;6;5;6;10
316.225,0.827137,true,1,0.00671633,0.163703,0.56716,0;0;0;9;10;5;4;10
316.9,0.825814,true,1,0.00271405,0.538747,0.575233,1;0;0;11;9;3;5;10
317.393,0.825257,true,1,0.00945314,0.0755496,0.567763,0;0;0;12;10;3;4;10
319.498,0.817048,true,1,0.0102166,0.365495,0.601945,1;0;0;11;9;4;5;10
320.135,0.815683,true,1,0.00371312,0.229153,0.478546,0;0;0;9;8;1;3;11
321.838,0.815596,true,1,0.00534438,0.445479,0.313241,1;0;0;8;7;3;3;11
322.096,0.811471,true,1,0.00407186,0.318836,0.778664,0;0;1;10;10;5;5;10
322.256,0.810365,true,1,0.0015898,0.271214,0.668134,0;0;0;10;8;1;3;11
323.135,0.810195,true,1,0.00183357,0.33065,0.592924,0;0;0;9;8;1;4;11
323.21,0.809343,true,1,0.002519,0.293579,0.525738,0;0;0;8;8;3;3;11
323.581,0.807487,true,1,0.00463132,0.289038,0.618818,0;0;0;12;5;6;7;10
324.854,0.80561,true,1,0.00376418,0.432608,0.611455,0;0;0;8;10;2;3;11
325.225,0.804918,true,1,0.00287906,0.368437,0.710622,0;0;0;9;10;5;7;10
326.323,0.803963,true,1,0.00545977,0.356462,0.659574,2;0;0;9;10;6;6;10
326.96,0.800208,true,1,0.00530711,0.346397,0.44612,0;0;1;8;8;3;4;11
327.936,0.799274,true,1,0.00703991,0.200107,0.433225,0;0;0;10;5;7;9;10
329.832,0.795094,true,1,0.00553093,0.526096,0.554732,0;0;0;13;11;5;5;10
330.034,0.795018,true,1,0.00263562,0.568975,0.35728,1;0;0;8;7;5;4;11
330.324,0.791897,true,1,0.0043473,0.690348,0.539667,1;0;0;10;9;3;3;11
330.898,0.789549,true,1,0.00338007,0.478887,0.399605,0;0;0;13;5;8;7;10
332.543,0.789265,true,1,0.00344417,0.4011,0.579381,0;0;0;15;5;7;7;10
333.094,0.788241,true,1,0.00440656,0.349245,0.501015,0;0;0;9;9;10;6;10
333.816,0.784847,true,1,0.00595627,0.259728,0.692767,0;0;0;13;8;3;3;11
334.679,0.781975,true,1,0.00395936,0.463038,0.249259,1;0;0;8;9;4;5;11
335.179,0.78159,true,1,0.00540966,0.461095,0.41635,0;0;0;10;7;7;10;10
336.081,0.776832,true,1,0.0100487,0.369353,0.693841,0;0;0;9;8;0;2;12
337.262,0.771247,true,1,0.00615084,0.465405,0.545987,0;0;0;13;8;8;7;10
337.695,0.771012,true,1,0.00425315,0.323682,0.351758,0;0;0;11;9;3;5;11
339.496,0.768911,true,1,0.00503913,0.290773,0.73331,0;0;0;10;8;9;9;10
340.664,0.76873,true,1,0.00425274,0.577842,0.427136,0;0;0;11;10;7;9;10
341.505,0.766235,true,1,0.00554388,0.41636,0.804547,0;0;0;16;7;8;7;10
342.489,0.764044,true,1,0.0054631,0.295377,0.330059,0;0;0;13;7;6;4;11
343.739,0.759425,true,1,0.00437196,0.539185,0.171565,0;0;0;14;6;9;9;10
344.489,0.759425,true,1,0.00310956,0.385041,0.450669,1;0;0;14;6;9;9;10
345.906,0.758523,true,1,0.00746412,0.365457,0.186535,0;0;1;8;8;2;4;12
346.239,0.752049,true,1,0.0135238,0.454394,0.504337,1;0;0;12;8;6;5;11
348.489,0.744271,true,1,0.0138969,0.422614,0.511066,0;0;0;12;8;6;6;11
351.087,0.740042,true,1,0.00753847,0.352743,0.634062,0;0;0;13;7;7;6;11
353.996,0.739217,true,1,0.00574137,0.458374,0.47605,1;0;0;10;8;6;9;11
354.778,0.737907,true,1,0.00288634,0.49199,0.869518,0;0;0;14;10;4;7;11
354.853,0.736636,true,1,0.00459674,0.333705,0.759849,0;0;0;16;7;6;6;11
356.9,0.73494,true,1,0.00626965,0.339832,0.543845,0;0;0;14;11;4;7;11
356.974,0.731423,true,1,0.00783632,0.465238,0.798065,0;0;0;12;12;6;6;11
358.33,0.726581,true,1,0.00839686,0.423907,0.4518,0;0;0;15;7;7;7;11
359.99,0.724704,true,1,0.00974145,0.298562,0.698667,0;0;1;12;8;3;5;12
361.838,0.718801,true,1,0.00856447,0.26696,0.690313,0;0;0;10;10;4;5;12
362.283,0.716672,true,1,0.00591661,0.354008,0.627124,0;0;0;13;7;9;8;11
364.912,0.715501,true,1,0.00431029,0.305707,0.523561,0;0;0;9;10;6;5;12
365.111,0.715154,true,1,0.0062995,0.227363,0.607569,1;0;0;12;9;3;6;12
366.83,0.709941,true,1,0.0104856,0.608662,0.589861,0;0;1;13;9;4;5;12
369.08,0.705641,true,1,0.00930525,0.25088,0.549072,0;0;0;14;8;4;6;12
370.912,0.700745,true,1,0.00778832,0.301641,0.628438,0;0;0;10;9;6;7;12
372.444,0.700265,true,1,0.00504432,0.476144,0.910043,0;0;0;13;12;4;5;12
374.421,0.697632,true,1,0.00775356,0.514243,0.587995,2;0;0;14;10;5;5;12
374.753,0.691998,true,1,0.0111097,0.266682,0.151089,0;0;0;12;9;7;6;12
378.952,0.68956,true,1,0.00947191,0.326725,0.554459,0;0;0;13;10;1;4;13
378.996,0.685689,true,1,0.00453736,0.278997,0.722549,0;0;0;12;11;7;6;12
379.987,0.685033,true,1,0.00490799,0.162142,0.555731,0;0;0;11;7;8;9;12
382.585,0.68452,true,1,0.00465365,0.574263,0.370915,0;0;0;9;9;9;9;12
382.8,0.683032,true,1,0.00194143,0.361031,0.766324,0;0;0;12;11;5;9;12
383.195,0.682834,true,1,0.00176943,0.302126,0.741169,0;0;0;13;12;1;4;13
383.297,0.681408,true,1,0.00418458,0.368722,0.296222,1;0;0;12;9;10;6;12
383.753,0.678061,true,1,0.00527501,0.418106,0.749195,0;0;0;14;7;7;9;12
385.676,0.677919,true,1,0.00534976,0.461821,0.443124,0;0;3;12;8;10;7;12
387.042,0.675845,true,1,0.00707071,0.466145,0.400553,0;0;0;14;11;5;9;12
387.578,0.6713,true,1,0.00899139,0.419377,0.726979,1;0;0;13;7;9;9;12
391.986,0.671239,true,1,0.00538191,0.253187,0.618067,0;0;0;16;7;12;6;12
391.997,0.670746,true,1,0.00037959,0.376638,0.570382,1;0;0;17;13;6;6;12
391.997,0.670746,true,1,0.000502262,0.242317,0.984181,0;0;1;17;13;6;6;12
392.32,0.67056,true,1,0.00338875,0.05,0.658332,0;0;0;15;7;12;14;11
393.048,0.667784,true,1,0.00506316,0.35639,0.879404,0;0;0;18;10;12;10;11
393.427,0.665435,true,1,0.00400875,0.441896,0.915842,1;0;0;16;11;9;6;12
393.512,0.663104,true,1,0.00384134,0.457609,0.673012,0;0;0;13;13;3;5;13
394.02,0.661174,true,1,0.00239799,0.478757,0.474935,0;0;0;11;13;0;2;14
394.215,0.660947,true,1,0.0024322,0.29135,0.655725,2;0;0;14;10;8;9;12
394.435,0.658536,true,1,0.00701921,0.462399,0.464289,0;0;0;14;11;9;8;12
398.125,0.657427,true,1,0.00713158,0.455547,0.539492,2;0;0;12;10;4;8;13
398.185,0.654624,true,1,0.00489966,0.368312,0.691879,1;0;0;17;8;9;9;12
399.427,0.652817,true,1,0.00495928,0.432607,0.434503,1;0;0;17;10;9;8;12
400.911,0.648285,true,1,0.00617503,0.135505,0.485598,0;0;0;16;8;10;10;12
403.095,0.646319,true,1,0.00579197,0.321198,0.595209,0;0;0;11;12;2;4;14
404.048,0.644963,true,1,0.0025648,0.581855,0.708864,0;0;0;11;10;4;4;14
404.306,0.643531,true,1,0.00732517,0.397073,0.681807,0;0;0;13;13;6;6;13
406.814,0.639048,true,1,0.00672495,0.381199,0.475449,1;0;0;13;11;6;8;13
406.942,0.638484,true,1,0.0013972,0.329185,0.534252,0;0;0;14;9;6;9;13
408.291,0.637604,true,1,0.00330903,0.281221,0.670714,0;0;0;12;11;4;4;14
409.381,0.637486,true,1,0.00223391,0.447261,0.375869,0;0;1;17;8;11;11;12
409.502,0.636434,true,1,0.00557562,0.366187,0.690704,0;0;0;13;13;8;6;13
410.494,0.631683,true,1,0.00871272,0.285179,0.641644,0;0;0;13;8;9;9;13
412.502,0.629269,true,1,0.0084775,0.145116,0.760531,0;0;0;14;12;8;7;13
415.213,0.627429,true,1,0.00673878,0.27018,0.734841,0;0;0;11;11;10;9;13
415.213,0.624316,true,1,0.00399944,0.57896,0.592884,0;0;0;14;8;10;9;13
416.487,0.623983,true,1,0.00335252,0.341994,0.511446,0;0;0;13;10;6;5;14
417.335,0.623018,true,1,0.00296355,0.362205,0.561313,0;0;0;16;7;10;9;13
417.956,0.622223,true,1,0.00303052,0.48316,0.43706,0;0;2;14;10;10;8;13
418.608,0.620873,true,1,0.00356662,0.514739,0.434138,0;0;0;14;10;6;5;14
420.221,0.620855,true,1,0.00376039,0.186087,0.63487,2;0;0;12;8;7;7;14
421.288,0.619871,true,1,0.00299805,0.319209,0.653529,0;0;0;15;6;12;10;13
421.39,0.618595,true,1,0.00142183,0.311391,0.571006,0;0;0;18;12;7;8;13
421.646,0.618503,true,1,0.00133292,0.294519,0.496708,0;0;0;12;9;5;9;14
422.389,0.618314,true,1,0.00260683,0.314201,0.532323,1;0;0;12;11;2;3;15
423.73,0.618149,true,1,0.00337022,0.448764,0.278608,3;0;1;15;10;6;5;14
424.35,0.616751,true,1,0.00469327,0.273044,0.676681,0;0;0;11;8;4;5;15
425.252,0.613956,true,1,0.00227328,0.442318,0.501754,1;0;0;14;12;8;11;13
426.082,0.613712,true,1,0.00296218,0.100954,0.742216,0;0;0;13;8;15;9;13
426.471,0.61182,true,1,0.00288919,0.48581,0.384561,0;0;0;11;9;4;5;15
427.132,0.611417,true,1,0.00254337,0.621037,0.379152,0;0;0;17;8;5;8;14
427.319,0.609686,true,1,0.00511394,0.523925,0.340645,0;0;0;13;7;8;9;14
428.675,0.606884,true,1,0.00775711,0.470711,0.474927,2;0;0;16;9;11;10;13
430.714,0.604399,true,1,0.0102921,0.277541,0.67019,0;0;0;13;9;4;5;15
433.168,0.599852,true,1,0.00753272,0.379534,0.368014,0;0;0;15;12;8;6;14
434.191,0.599537,true,1,0.00474289,0.415864,0.593931,0;0;0;11;10;5;6;15
435.773,0.597418,true,1,0.0076832,0.370564,0.229056,0;0;0;14;11;12;12;13
437.957,0.594909,true,1,0.00583276,0.472548,0.825701,0;0;0;11;13;4;6;15
439.175,0.594725,true,1,0.0026818,0.442701,0.528207,0;0;0;15;10;11;14;13
439.516,0.593664,true,1,0.00260943,0.426799,0.332592,1;0;0;13;14;9;7;14
439.828,0.592207,true,1,0.00219075,0.416636,0.624578,1;0;1;14;11;7;10;14
440.106,0.591613,true,1,0.00135025,0.322498,0.273125,1;0;0;12;10;11;9;14
440.176,0.59092,true,1,0.00233305,0.396784,0.640297,3;0;0;15;10;8;9;14
440.828,0.589572,true,1,0.00515717,0.617384,0.716557,1;0;0;14;11;4;6;15
441.766,0.586399,true,1,0.00492036,0.352982,0.161656,0;0;0;17;10;9;8;14
443.078,0.586364,true,1,0.00391609,0.413726,0.455245,0;0;0;13;12;4;7;15
444.654,0.585501,true,1,0.00632007,0.461408,0.380852,0;0;0;17;14;8;7;14
445.243,0.58115,true,1,0.00802256,0.412786,0.617425,0;0;0;16;10;10;9;14
448.13,0.579336,true,1,0.00423632,0.341618,0.624237,0;0;0;17;13;9;8;14
449.197,0.577719,true,1,0.00312488,0.282669,0.482341,0;0;0;16;8;12;10;14
449.501,0.577211,true,1,0.00637796,0.403977,0.631772,0;0;1;14;10;7;7;15
453.627,0.575845,true,1,0.0076739,0.239305,0.61629,0;0;0;13;8;15;11;14
454.35,0.57423,true,1,0.0028434,0.53128,0.527016,0;0;2;19;12;10;8;14
454.424,0.573232,true,1,0.00388713,0.176476,0.747264,0;0;0;12;11;10;7;15
455.888,0.571334,true,1,0.00520607,0.398923,0.308621,0;0;0;15;13;9;12;14
456.501,0.56938,true,1,0.00465859,0.255934,0.632436,0;0;0;13;11;4;5;16
458.419,0.568902,true,1,0.00377663,0.510272,0.527962,0;0;1;13;14;2;5;16
459.417,0.568711,true,1,0.00648655,0.31429,0.505994,0;0;1;12;13;10;7;15
460.788,0.563112,true,1,0.00421632,0.286285,0.972736,0;0;0;15;11;10;7;15
462.068,0.562115,true,1,0.00603684,0.594037,0.197772,0;0;0;17;8;9;9;15
463.311,0.558818,true,1,0.00891521,0.309247,0.824017,0;0;0;17;10;9;8;15
467.084,0.55772,true,1,0.00559351,0.350967,0.425613,0;0;0;17;11;11;14;14
467.108,0.557042,true,1,0.00270807,0.466093,0.566773,0;0;0;14;15;4;5;16
468.061,0.555561,true,1,0.00786857,0.325982,0.877911,0;0;0;15;12;6;5;16
469.788,0.550526,true,1,0.0119948,0.270128,0.761741,0;0;0;16;10;10;10;15
473.152,0.547145,true,1,0.00771952,0.194311,0.597793,0;0;0;16;13;10;9;15
474.394,0.547118,true,1,0.0035054,0.406911,0.297789,0;0;0;17;14;10;8;15
476.196,0.547034,true,1,0.00333404,0.125607,0.988038,0;0;0;17;12;16;12;14
477.024,0.546612,true,1,0.00187578,0.183848,0.567781,0;0;0;16;14;7;5;16
478.003,0.546034,true,1,0.00173981,0.43897,0.740494,0;0;2;16;15;0;3;17
478.235,0.545837,true,1,0.00154562,0.444072,0.985858,0;0;0;19;14;11;7;15
478.894,0.545304,true,1,0.00245969,0.443186,0.601812,0;0;0;11;13;8;9;16
479.374,0.544255,true,1,0.00256683,0.52267,0.424428,1;0;0;17;15;0;3;17
479.644,0.542991,true,1,0.00223377,0.298614,0.325729,1;0;0;12;12;8;9;16
480.282,0.542627,true,1,0.00137798,0.269227,0.715737,0;0;0;20;15;9;8;15
480.351,0.542209,true,1,0.00228403,0.330077,0.674181,0;0;0;18;13;4;8;16
480.93,0.54054,true,1,0.00622444,0.453202,0.377899,0;0;1;15;11;14;10;15
482.933,0.537752,true,1,0.0103073,0.39422,0.566533,0;0;1;17;11;6;9;16
486.055,0.534441,true,1,0.0082095,0.363798,0.627317,0;0;0;16;13;3;5;17
487.812,0.534098,true,1,0.00493676,0.250981,0.850962,0;0;0;13;14;3;7;17
489.266,0.532662,true,1,0.00501582,0.33842,0.899591,0;0;1;17;15;10;12;15
490.235,0.531023,true,1,0.00618356,0.24162,0.706767,0;0;0;17;16;11;11;15
492.281,0.528913,true,1,0.00554143,0.492599,0.333156,1;0;1;17;11;7;11;16
493.41,0.528378,true,1,0.00457931,0.32509,0.464676,0;0;0;17;10;4;8;17
493.802,0.525063,true,1,0.00573784,0.388639,0.575514,1;0;0;15;12;11;9;16
495.098,0.523225,true,1,0.00668804,0.718723,0.620241,0;0;0;15;14;9;10;16
497.696,0.521965,true,1,0.00510088,0.433324,0.716572,0;0;0;14;15;10;10;16
498.173,0.52102,true,1,0.00371087,0.377367,0.569634,0;0;0;14;14;11;10;16
499.212,0.519272,true,1,0.00597848,0.417914,0.519152,1;0;0;18;14;9;9;16
501.619,0.518197,true,1,0.00789978,0.546454,0.479457,0;0;0;17;11;16;14;15
504.22,0.516228,true,1,0.00701311,0.536526,0.44136,0;0;3;18;12;6;7;17
504.681,0.513406,true,1,0.00851714,0.362685,0.193841,0;0;0;14;12;8;9;17
508.045,0.509023,true,1,0.0055368,0.687279,0.749609,0;0;0;17;12;8;8;17
509.288,0.508719,true,1,0.00208617,0.245146,0.606044,0;0;0;18;13;8;7;17
509.802,0.508373,true,1,0.0052006,0.301699,0.57731,0;0;0;17;10;8;10;17
512.795,0.507033,true,1,0.00487118,0.510778,0.644105,0;0;0;15;14;5;5;18
512.802,0.506363,true,1,0.00292774,0.255743,0.587017,0;0;0;14;13;8;11;17
514.72,0.506009,true,1,0.00294435,0.545665,0.457611,0;0;1;16;14;6;11;17
514.742,0.505339,true,1,0.00231404,0.505744,0.516345,0;0;0;21;15;12;9;16
514.811,0.50304,true,1,0.00491398,0.333309,0.583103,0;0;0;17;15;7;9;17
517.515,0.502929,true,1,0.0058445,0.330156,0.836636,0;0;0;16;14;6;5;18
517.886,0.499837,true,1,0.00421085,0.423941,0.510448,0;0;0;16;15;9;9;17
519.053,0.4996,true,1,0.00401728,0.316605,0.62711,0;0;0;18;16;7;9;17
520.195,0.49793,true,1,0.00538927,0.297265,0.793089,0;0;0;17;10;12;10;17
521.87,0.496618,true,1,0.00687716,0.155049,0.53914,0;0;0;16;12;7;7;18
525.065,0.496051,true,1,0.00532619,0.377539,0.848308,2;0;0;17;11;15;15;16
525.081,0.494316,true,1,0.00243953,0.431103,0.597403,0;0;1;20;11;14;14;16
525.687,0.493715,true,1,0.00186828,0.453226,0.572302,0;0;0;18;11;15;15;16
525.878,0.493011,true,1,0.0018386,0.48267,0.616726,1;0;0;21;12;9;10;17
