weight,max_displacement,feasible,rank,crowding_distance,used_CR,used_F,variables
1357.38,3.29501,true,1,0.00403665,0.327649,0.553464,0;0;15;0;6;23;0;8;10;0
1359,3.28882,true,1,0.0030225,0.566562,0.54544,0;0;20;0;4;24;0;6;10;0
1363.34,3.28566,true,1,0.0012595,0.371301,0.185536,0;0;12;0;9;24;0;7;10;0
1363.4,3.28557,true,1,0.0112853,0.237072,0.630762,0;0;12;0;15;24;0;6;7;0
1365.75,3.24411,true,1,0.0167124,0.3325,0.386011,0;0;15;0;8;23;0;7;9;0
1368.03,3.2244,true,1,0.00916852,0.455806,0.638949,0;0;21;0;5;23;0;6;9;0
1372.6,3.212,true,1,0.0194668,0.45014,0.760335,0;0;20;0;8;24;0;6;8;0
1383.81,3.1565,true,1,0.0192286,0.347151,0.788323,0;0;21;0;8;23;0;6;9;0
1395.41,3.14384,true,1,0.00870912,0.356622,0.495605,0;0;16;0;10;23;0;5;14;0
1398.85,3.12884,true,1,0.00470282,0.297029,0.793368,0;0;19;0;8;23;0;4;15;0
1400.2,3.12779,true,1,0.0015537,0.427035,0.442963,0;0;20;0;6;23;0;4;17;0
1409.43,3.12655,true,1,0.00827045,0.232757,0.554127,0;0;18;0;5;24;0;6;17;0
1409.96,3.08135,true,1,0.00951223,0.49407,0.435481,0;0;18;0;9;23;0;6;14;0
1411.9,3.06514,true,1,0.00794821,0.454371,0.671563,0;0;21;0;7;22;0;4;17;0
1421.95,3.05268,true,1,0.00606449,0.219011,0.187629,0;0;19;1;12;23;0;7;10;0
1427.35,3.04705,true,1,0.00679343,0.162714,0.621428,0;0;19;1;12;24;0;7;10;0
1428.35,3.02932,true,1,0.0104185,0.273024,0.604812,0;0;18;0;9;23;0;8;13;0
1439.49,2.98917,true,1,0.0120303,0.344562,0.648235,0;0;19;0;14;23;0;6;14;0
1444.14,2.97214,true,1,0.00809793,0.257117,0.611155,0;0;20;0;9;23;0;8;13;0
1452.86,2.96325,true,1,0.0143171,0.341995,0.649976,0;0;22;0;8;23;0;4;18;0
1461.75,2.92283,true,1,0.0125031,0.431112,0.55343,0;0;22;0;7;22;0;9;14;0
1469.54,2.92041,true,1,0.0091862,0.487221,0.616643,0;0;23;0;11;24;0;5;14;0
1470.22,2.89119,true,1,0.0138063,0.44544,0.601997,0;0;23;0;10;23;0;6;17;0
1479.73,2.87201,true,1,0.00691016,0.445137,0.992183,0;0;21;0;12;24;0;8;14;0
1484.52,2.87004,true,1,0.00589344,0.254699,0.708185,0;0;23;0;8;23;0;6;19;0
1491.32,2.85377,true,1,0.0110837,0.573002,0.651847,0;0;25;0;7;23;0;8;12;0
1491.54,2.83079,true,1,0.0106319,0.354394,0.721329,0;0;22;0;11;23;0;7;15;0
1504.8,2.81837,true,1,0.0046886,0.642391,0.480197,0;0;23;0;9;23;0;11;13;0
1506.41,2.81817,true,1,0.00474121,0.272525,0.59905,0;0;20;0;15;23;0;6;19;0
1509.14,2.80203,true,1,0.00963861,0.256916,0.31427,0;0;23;0;11;24;0;5;18;0
1511.81,2.7838,true,1,0.00752975,0.502885,0.738058,0;0;23;0;14;24;0;10;12;0
1516.08,2.7761,true,1,0.00418423,0.484137,0.432171,0;0;23;0;13;23;0;6;19;0
1516.24,2.76958,true,1,0.00698349,0.498691,0.480873,0;0;22;0;12;23;0;10;15;0
1527.32,2.75365,true,1,0.00749484,0.193335,0.687224,0;0;20;0;16;23;0;12;13;0
1528.99,2.74572,true,1,0.00325179,0.247457,0.105373,0;0;25;0;9;23;0;6;18;0
1536.25,2.74443,true,1,0.00209581,0.277423,0.541559,0;0;23;0;9;23;0;8;20;0
1539.56,2.74139,true,1,0.00477043,0.291016,0.560039,0;0;25;2;8;24;0;6;18;0
1545.17,2.72951,true,1,0.00577492,0.348262,0.62847,1;0;24;0;17;24;0;7;15;0
1549.13,2.71636,true,1,0.00304984,0.463983,0.13515,0;0;23;0;9;23;0;9;20;0
1549.83,2.71304,true,1,0.00226732,0.242187,0.577953,0;0;20;0;15;24;0;14;14;0
1550.77,2.7084,true,1,0.00317061,0.453594,0.451,1;0;22;0;17;23;0;13;12;0
1555.16,2.70292,true,1,0.0073199,0.213436,0.55669,0;0;25;0;9;24;0;11;14;0
1561.6,2.66726,true,1,0.00933846,0.385562,0.780636,0;0;22;0;19;23;0;13;12;0
1566.43,2.65328,true,1,0.00501377,0.322367,0.377557,0;0;23;0;13;22;0;9;20;0
1572.81,2.6522,true,1,0.00446353,0.49668,0.981799,1;0;23;0;17;22;0;7;20;0
1575.65,2.6389,true,1,0.00934713,0.246392,0.588832,0;0;23;0;19;24;0;13;12;0
1593.42,2.62378,true,1,0.0117244,0.373476,0.576984,0;0;20;0;15;23;0;11;21;0
1597.11,2.60093,true,1,0.0103044,0.520744,0.687169,0;1;25;0;15;23;0;11;14;0
1605.73,2.58915,true,1,0.00952094,0.329173,0.658799,0;0;22;0;16;23;0;10;22;0
1607.45,2.56866,true,1,0.00827529,0.243332,0.720824,0;0;25;0;13;24;0;7;21;0
1617.22,2.55747,true,1,0.00849692,0.416454,0.600001,0;0;22;0;16;23;0;13;20;0
1620.02,2.53276,true,1,0.00182557,0.341973,0.648427,0;0;25;0;13;23;0;12;18;0
1624.57,2.52969,true,1,0.0103657,0.395086,0.537679,0;0;25;0;19;23;0;11;16;0
1645.56,2.50106,true,1,0.0136166,0.218204,0.605939,0;0;25;0;20;23;0;12;16;0
1647.7,2.48632,true,1,0.00972484,0.42203,0.819753,0;0;25;0;13;24;0;11;21;0
1653.59,2.46724,true,1,0.00894865,0.180054,0.549613,0;0;25;0;16;23;0;10;22;0
1667.28,2.45929,true,1,0.0050407,0.389114,0.623652,0;1;25;0;20;24;0;13;17;0
1671.41,2.45429,true,1,0.00384798,0.346324,0.621815,0;0;23;0;19;24;0;13;22;0
1672.57,2.44662,true,1,0.00419309,0.435427,0.49387,0;0;25;0;18;25;0;11;18;0
1683.35,2.44255,true,1,0.00614669,0.491013,0.483314,2;0;25;0;20;23;0;10;21;0
1692.89,2.43035,true,1,0.0135008,0.243199,0.681435,0;0;24;0;18;25;0;12;22;0
1700.22,2.39753,true,1,0.0132995,0.442173,0.540521,0;0;25;0;15;24;0;18;19;0
1715.4,2.38297,true,1,0.00896354,0.351024,0.453483,0;0;23;0;23;24;0;12;23;0
1725.04,2.37211,true,1,0.00666777,0.238212,0.387134,0;0;22;0;20;23;0;19;22;0
1728.59,2.36236,true,1,0.00683269,0.437676,0.425225,2;0;24;0;23;23;0;16;20;0
1734.57,2.34966,true,1,0.0058676,0.359651,0.610198,0;0;24;0;18;23;0;18;23;0
1741.32,2.3446,true,1,0.00544684,0.39456,0.553573,0;1;24;0;25;23;0;16;18;0
1750.28,2.33447,true,1,0.00871812,0.422015,0.629774,1;0;24;0;23;25;0;17;20;0
1752.1,2.31549,true,1,0.0076999,0.378533,0.610137,1;0;26;0;12;22;0;11;24;0
1766.58,2.30961,true,1,0.00301269,0.558569,0.394972,2;1;25;0;22;23;0;11;24;0
1779.22,2.30873,true,1,0.0123616,0.345445,0.535424,0;0;22;0;25;25;0;21;16;0
1783.01,2.26456,true,1,0.0161548,0.481462,0.698453,2;0;26;0;17;23;0;14;22;0
1790.46,2.25186,true,1,0.00618818,0.413918,0.552835,0;0;26;0;16;25;0;13;22;0
1804.65,2.24858,true,1,0.00892474,0.387393,0.505668,0;0;27;3;10;23;0;13;24;0
1808.5,2.2244,true,1,0.00743773,0.484656,0.544971,0;0;26;1;16;24;0;10;25;0
1812.17,2.22318,true,1,0.00358442,0.305838,0.559497,1;0;26;5;17;23;0;14;22;0
1818.42,2.21427,true,1,0.00448958,0.3117,0.755018,0;0;26;0;18;25;0;19;19;0
1825.38,2.21075,true,1,0.00221551,0.583466,0.439289,0;0;24;0;25;23;0;22;18;3
1830.18,2.20989,true,1,0.00443806,0.257195,0.666897,0;0;27;0;11;24;0;16;24;0
1844.19,2.20039,true,1,0.00546525,0.498689,0.399639,0;1;23;0;25;23;0;22;20;2
1844.21,2.19407,true,1,0.00871003,0.396125,0.379257,0;0;25;0;22;25;0;24;18;0
1845.06,2.168,true,1,0.00920186,0.50273,0.408213,0;0;26;0;18;25;0;19;21;0
1853.13,2.16252,true,1,0.0028796,0.265092,0.522135,0;0;26;0;23;23;0;22;17;0
1859.84,2.16214,true,1,0.00795402,0.310862,0.724428,0;1;25;0;24;24;0;17;25;0
1867.1,2.13735,true,1,0.009327,0.242332,0.597769,0;0;27;0;16;23;0;19;23;0
1880.97,2.1342,true,1,0.00589144,0.481124,0.651635,0;1;27;0;20;24;0;20;19;0
1887.54,2.12208,true,1,0.00441374,0.178257,0.309297,0;0;27;1;13;24;0;15;25;0
1892.06,2.12135,true,1,0.0112968,0.55516,0.465257,0;0;25;0;25;25;0;24;18;0
1897.05,2.08286,true,1,0.0119225,0.438586,0.52995,0;0;26;0;23;23;0;22;20;0
1905.75,2.08118,true,1,0.00431016,0.388968,0.541737,0;0;26;0;20;25;0;21;22;0
1915.41,2.07283,true,1,0.013732,0.308059,0.450563,0;0;26;0;23;23;0;22;20;3
1933.91,2.03907,true,1,0.0152932,0.155878,0.641225,0;0;27;3;18;24;0;16;25;0
1952.34,2.02779,true,1,0.0145342,0.600305,0.418143,0;0;25;0;25;25;0;22;24;3
1962.1,1.99396,true,1,0.0180604,0.344575,0.143348,0;0;26;0;23;23;0;20;25;0
1989.46,1.96267,true,1,0.00755646,0.216806,0.577109,0;0;26;0;23;23;0;20;25;4
2005.62,1.95408,true,1,0.00689197,0.31054,0.422242,0;0;27;0;22;24;0;24;23;2
2013.9,1.93814,true,1,0.00502222,0.304322,0.526239,0;0;27;0;24;25;0;19;25;0
2018.39,1.92956,true,1,0.00880827,0.568479,0.286944,0;0;27;0;22;24;0;21;25;2
2055.64,1.91905,true,1,0.00722565,0.350606,0.130555,0;0;27;0;21;24;0;25;24;2
2058.11,1.91573,true,1,0.00631233,0.369637,0.375259,0;0;27;5;18;24;0;16;26;0
2081.87,1.89647,true,1,0.00855741,0.128609,0.717824,0;0;27;0;20;24;0;25;25;0
2092.52,1.89485,true,1,0.00446402,0.373875,0.63179,0;0;27;11;17;25;0;16;26;0
2098.54,1.8853,true,1,0.00501738,0.420712,0.164638,0;1;26;0;24;26;0;23;25;0
2115.17,1.8836,true,1,0.00544846,0.287991,0.521177,0;0;27;16;14;22;0;15;27;0
2117.5,1.8712,true,1,0.00996772,0.369679,0.225363,0;0;27;0;18;22;0;23;26;3
2145.23,1.85625,true,1,0.00932012,0.248016,0.386486,0;0;27;11;20;24;0;25;25;0
2148.83,1.8467,true,1,0.0048486,0.221587,0.680567,0;0;27;0;20;23;0;25;25;14
2154.23,1.84106,true,1,0.00508637,0.211154,0.232793,0;0;27;0;20;24;0;25;25;14
2154.56,1.82953,true,1,0.0054223,0.381738,0.859581,0;0;27;0;24;27;0;23;25;0
2166.63,1.81872,true,1,0.00562579,0.209258,0.640057,0;0;27;0;24;27;0;24;25;0
2185.97,1.81426,true,1,0.0128042,0.279593,0.703403,0;0;28;11;10;24;0;13;26;0
2206.98,1.78312,true,1,0.0101967,0.516753,0.601042,0;0;26;1;25;23;0;23;27;0
2218.39,1.78086,true,1,0.00493078,0.2657,0.684908,1;0;27;0;23;27;0;24;25;9
2241.19,1.77607,true,1,0.00342838,0.576323,0.790039,0;1;27;7;20;25;1;21;27;0
2242.43,1.77603,true,1,0.00493559,0.292712,0.835902,0;0;27;0;20;24;0;25;27;0
2250.18,1.76055,true,1,0.0152154,0.371152,0.562189,2;0;26;6;25;23;0;23;27;0
2257.4,1.72084,true,1,0.00332682,0.49248,0.34035,0;0;27;0;25;24;0;23;27;2
2274.68,1.71966,true,1,0.00563045,0.518303,0.677241,2;0;27;0;25;23;0;22;27;6
2281.16,1.70766,true,1,0.00642952,0.42005,0.601334,1;1;27;1;27;24;0;25;25;0
2302.86,1.70496,true,1,0.00530545,0.603104,0.260512,0;0;28;0;22;23;0;22;26;0
2334.83,1.699,true,1,0.0105024,0.46454,0.517994,0;0;28;0;24;22;1;19;27;0
2337.99,1.67331,true,1,0.0133215,0.345881,0.529332,2;0;28;12;15;23;0;18;27;0
2352.39,1.65489,true,1,0.0111819,0.365303,0.620125,0;0;28;12;15;25;0;18;27;0
2383.57,1.6466,true,1,0.00965001,0.333258,0.50764,0;0;28;11;20;27;0;16;26;0
2387.72,1.62696,true,1,0.00300069,0.398778,0.601003,1;1;27;1;27;24;0;25;26;0
2400.22,1.6248,true,1,0.0112879,0.232429,0.616085,0;0;28;0;24;24;0;25;26;0
2431.5,1.59925,true,1,0.0148113,0.250699,0.675061,0;0;28;11;20;24;0;25;26;0
2443.68,1.58121,true,1,0.00723177,0.176295,0.769281,0;0;28;8;20;24;0;23;27;6
2460.3,1.58022,true,1,0.00484761,0.172121,0.960611,0;0;28;18;20;24;0;25;26;0
2478.24,1.57458,true,1,0.0044105,0.320292,0.512294,0;0;28;13;20;27;0;23;26;0
2479.25,1.57001,true,1,0.00653404,0.0820977,0.589998,0;1;28;9;19;25;0;24;27;6
2510.17,1.56075,true,1,0.00710885,0.290355,0.587197,0;0;30;12;20;26;0;19;26;0
2523.98,1.55829,true,1,0.0036899,0.452258,0.584267,0;5;28;8;24;26;0;24;26;0
2525.4,1.54375,true,1,0.0148385,0.557251,0.645378,0;0;28;13;20;27;0;23;26;8
2545.32,1.50345,true,1,0.0205228,0.269146,0.752783,0;0;28;0;27;24;0;25;26;0
2600.94,1.49201,true,1,0.0165993,0.331943,0.220805,0;0;29;11;20;26;0;23;27;0
2633.15,1.45245,true,1,0.0119628,0.339325,0.89506,2;0;28;7;25;27;0;24;27;5
2683.32,1.44244,true,1,0.0141733,0.22331,0.648618,0;0;30;0;26;24;0;25;27;0
2727.55,1.43085,true,1,0.0111143,0.401647,0.595425,0;0;28;14;20;25;0;24;28;1
2753.07,1.4156,true,1,0.00823972,0.577,0.684269,0;0;28;9;27;27;2;24;27;3
2770.98,1.41439,true,1,0.00367175,0.486341,0.400271,0;0;28;14;20;25;0;25;28;0
2773.99,1.40882,true,1,0.0144619,0.235019,0.400488,0;0;28;14;20;25;0;24;28;9
2823.15,1.37758,true,1,0.0190769,0.447696,0.534623,0;0;30;13;21;24;0;24;28;0
2867.21,1.36842,true,1,0.00717784,0.311525,0.738474,0;0;31;21;18;23;0;13;29;0
2875.93,1.3683,true,1,0.00392272,0.193076,0.64596,1;0;28;20;18;27;0;24;28;9
2883.72,1.35922,true,1,0.00468596,0.5171,0.612031,0;0;29;23;20;22;0;13;30;0
2900.57,1.34973,true,1,0.00808869,0.441563,0.55059,0;0;28;0;27;27;0;23;28;1
2908.44,1.33688,true,1,0.00741562,0.233679,0.611998,0;0;31;14;20;25;0;25;28;0
2940.55,1.33527,true,1,0.00375776,0.297299,0.770928,0;0;31;22;15;25;0;17;30;0
2981.55,1.33503,true,1,0.00362965,0.480507,0.918102,10;0;33;12;21;24;0;24;28;0
2982.71,1.33425,true,1,0.00685758,0.382131,0.287861,0;0;26;9;30;26;0;27;26;7
2989.65,1.31201,true,1,0.0108831,0.262161,0.823814,0;0;31;22;15;25;0;20;30;0
2992.89,1.29681,true,1,0.00897419,0.351995,0.459731,0;0;32;0;26;27;0;27;26;0
3042.04,1.27044,true,1,0.0176496,0.456698,0.570464,9;0;31;22;24;25;0;25;28;1
3099,1.26513,true,1,0.00672402,0.547958,0.498916,0;0;30;12;24;25;0;27;28;0
3100.78,1.26486,true,1,0.000767606,0.281936,0.457277,0;0;34;22;16;23;0;19;31;0
3105.25,1.26434,true,1,0.0107142,0.301931,0.200321,0;0;29;24;16;27;0;24;29;5
3120.34,1.2312,true,1,0.0154921,0.44811,0.715683,0;0;30;25;24;25;0;26;28;0
3142.1,1.21853,true,1,0.00645615,0.481033,0.611314,0;0;31;25;24;25;0;26;28;1
3151.17,1.21728,true,1,0.00339784,0.312223,0.637373,0;0;28;9;27;25;0;26;28;20
3179.83,1.21685,true,1,0.000905744,0.442084,0.681888,0;0;29;28;20;23;0;21;29;0
3181.44,1.21598,true,1,0.00297054,0.452369,0.812842,0;0;28;17;27;27;0;25;29;0
3203.08,1.21348,true,1,0.0135909,0.40061,0.522463,4;4;28;11;27;25;0;27;28;3
3250.11,1.18565,true,1,0.00660315,0.621341,0.836039,3;3;28;22;27;25;0;27;28;5
3291.88,1.18198,true,1,0.0174849,0.27131,0.577391,0;0;33;12;23;27;0;27;28;2
3301.31,1.1341,true,1,0.0338689,0.457124,0.413541,0;0;30;11;26;27;0;27;28;3
3425.4,1.09956,true,1,0.025796,0.592731,0.513978,0;0;35;25;24;26;0;24;29;4
3466.47,1.09255,true,1,0.00707671,0.629056,0.261351,0;1;34;22;25;27;0;25;29;17
3482.56,1.09213,true,1,0.00842863,0.111032,0.674954,0;0;33;27;22;25;0;24;33;6
3492.21,1.06954,true,1,0.0213465,0.524522,0.579327,6;0;30;0;28;26;0;27;28;7
3591.76,1.04856,true,1,0.0237935,0.447578,0.674454,0;0;34;28;23;25;0;24;32;0
3656.51,1.03522,true,1,0.0169498,0.254686,0.622725,0;0;34;28;20;27;0;19;33;7
3720.97,1.02819,true,1,0.0115239,0.56119,0.606256,4;2;31;0;32;27;0;27;28;3
3731.68,1.01713,true,1,0.00551661,0.606003,0.565885,0;0;30;9;29;28;0;28;26;6
3744.93,1.0155,true,1,0.00373419,0.383389,0.717005,0;0;28;0;30;32;0;27;28;6
3767.54,1.01512,true,1,0.00511587,0.384672,0.607016,0;0;30;21;27;34;0;27;28;17
3772.86,1.00477,true,1,0.00430559,0.423181,0.549801,4;0;28;0;28;28;0;30;27;15
3785.82,0.99561,true,1,0.0143614,0.523044,0.713022,2;0;28;0;28;28;0;30;27;21
3858.12,0.979409,true,1,0.0127832,0.481305,0.548474,7;3;33;6;28;30;0;26;28;9
3858.52,0.971962,true,1,0.00903761,0.234585,0.544778,0;0;37;28;20;27;0;25;29;7
3885.09,0.954518,true,1,0.012288,0.372894,0.598011,0;0;28;0;30;28;0;28;28;6
3900.37,0.939851,true,1,0.0175122,0.144415,0.663062,0;0;31;0;28;28;0;28;28;6
3967.33,0.90952,true,1,0.0218323,0.345896,0.580399,0;0;31;0;28;28;0;28;28;20
4075.07,0.900767,true,1,0.0203532,0.460148,0.637371,0;1;29;9;31;28;0;28;28;8
4156.46,0.89643,true,1,0.00946235,0.501882,0.561987,0;1;32;0;30;30;0;30;27;13
4160.04,0.87754,true,1,0.0112931,0.305603,0.415158,0;1;29;9;29;30;0;28;28;17
4230.13,0.874191,true,1,0.00852183,0.445973,0.611761,0;0;31;0;28;35;0;28;28;20
4231.09,0.867662,true,1,0.00217359,0.308851,0.36936,0;1;30;0;28;30;0;30;28;19
4245.81,0.864846,true,1,0.00653275,0.592578,0.519251,0;0;33;0;28;29;0;28;30;7
4330.77,0.848734,true,1,0.0208055,0.500391,0.371147,3;0;33;12;28;29;0;28;30;7
4389.3,0.825102,true,1,0.015293,0.440428,0.50079,0;1;34;9;29;32;0;28;28;15
4442.83,0.814225,true,1,0.012865,0.481617,0.670828,2;0;31;2;31;29;0;28;31;25
4486.03,0.809192,true,1,0.00714793,0.5448,0.255988,1;0;31;11;31;29;0;28;31;25
4486.95,0.802165,true,1,0.00719024,0.332001,0.746057,0;0;33;17;29;31;0;28;29;21
4578.39,0.790252,true,1,0.0153832,0.460139,0.782179,0;0;33;0;30;30;0;32;28;18
4637.54,0.787092,true,1,0.0110668,0.401264,0.926923,0;1;33;22;32;32;0;28;29;12
4646.35,0.77146,true,1,0.0074997,0.29394,0.579034,0;1;33;0;30;29;0;31;29;24
4674.71,0.771385,true,1,0.00558476,0.454794,0.303322,1;0;33;13;33;28;0;28;32;24
4708.67,0.771357,true,1,0.00439597,0.388956,0.880009,1;0;35;9;28;30;0;31;29;20
4719.47,0.769865,true,1,0.007305,0.154233,0.560582,1;0;35;9;28;31;0;31;29;20
4761.62,0.761661,true,1,0.00999214,0.582527,0.537939,1;1;30;5;34;29;0;30;30;25
4791.52,0.755548,true,1,0.00547894,0.62979,0.932239,0;0;31;2;32;34;0;31;30;24
4797.57,0.747948,true,1,0.00355712,0.388641,0.531369,0;0;36;3;33;31;0;31;28;17
4808.44,0.74786,true,1,0.00640534,0.460271,0.546564,2;0;34;7;29;30;0;31;31;25
4862.99,0.745801,true,1,0.00683143,0.498552,0.553513,0;0;36;12;29;33;0;28;33;10
4864.85,0.741102,true,1,0.0065048,0.529133,0.312636,3;1;35;13;33;31;0;31;28;24
4903.12,0.734818,true,1,0.00795385,0.28813,0.616884,0;0;34;7;29;34;0;31;31;25
4919.05,0.727453,true,1,0.00738983,0.535197,0.463591,0;0;35;0;30;30;0;31;32;21
4969.37,0.725859,true,1,0.00901816,0.629878,0.630412,2;0;36;0;32;34;0;30;29;12
5008.94,0.72369,true,1,0.00616904,0.544089,0.609645,1;1;37;7;31;35;0;28;31;18
5015.14,0.718026,true,1,0.0080947,0.525094,0.337262,0;0;36;5;29;33;0;30;32;15
5076.49,0.715916,true,1,0.00671912,0.456433,0.570495,0;2;35;11;34;29;0;34;28;22
5078.15,0.709681,true,1,0.00255216,0.416994,0.388472,0;0;33;0;33;33;1;32;32;21
5079.27,0.705249,true,1,0.00245016,0.573948,0.538045,0;0;34;7;34;30;0;33;31;22
5119.39,0.697433,true,1,0.00618277,0.405033,0.466123,3;1;36;10;33;34;0;29;30;24
5130.53,0.69481,true,1,0.00440546,0.529123,0.330682,3;1;35;3;33;34;0;31;29;26
5224.12,0.693273,true,1,0.0104918,0.411523,0.671468,0;2;38;16;30;31;0;28;35;14
5252.67,0.687668,true,1,0.00757631,0.391968,0.266196,2;0;35;0;33;29;0;34;33;17
5269.24,0.679939,true,1,0.00505736,0.481088,0.419179,1;0;35;0;32;35;0;29;34;25
5274.94,0.676139,true,1,0.00249825,0.261867,0.694146,1;0;36;5;32;31;0;34;31;25
5282.72,0.675073,true,1,0.0069836,0.419314,0.354924,0;0;35;0;34;36;0;30;32;24
5322.8,0.665946,true,1,0.0143335,0.544378,0.435418,0;0;36;5;34;31;0;32;33;22
5440.54,0.658145,true,1,0.0112668,0.660372,0.551476,1;0;36;5;32;35;0;34;31;25
5481.21,0.64824,true,1,0.00637424,0.294099,0.64533,0;0;37;0;34;29;0;34;33;22
5503.5,0.647084,true,1,0.00701988,0.751797,0.539854,0;0;37;0;33;35;1;32;32;24
5550.69,0.640974,true,1,0.00947083,0.394681,0.51998,0;0;37;13;34;29;0;34;33;22
5572.39,0.634594,true,1,0.0131984,0.329888,0.656506,0;0;38;0;36;33;0;29;34;24
5667.21,0.630435,true,1,0.0114712,0.422346,0.631292,3;0;36;1;35;33;0;32;35;21
5677.68,0.626777,true,1,0.0062412,0.569703,0.45171,0;0;35;2;38;36;0;33;30;25
5725.45,0.626501,true,1,0.00725117,0.556255,0.368295,0;1;36;17;35;35;0;31;35;20
5754.09,0.625134,true,1,0.00490872,0.381949,0.575533,0;0;37;2;33;36;0;31;36;24
5757.16,0.618692,true,1,0.00670158,0.175145,0.726869,0;0;37;0;38;34;0;34;31;18
5793.43,0.613151,true,1,0.00702912,0.430181,0.320859,0;0;36;3;36;35;0;34;34;21
5817.7,0.612571,true,1,0.00597115,0.472498,0.655017,0;1;38;10;34;37;0;32;33;25
5850.22,0.608234,true,1,0.0103948,0.298651,0.589798,0;0;36;2;36;37;0;33;34;24
5941.07,0.605475,true,1,0.0098498,0.421559,0.206033,4;0;36;5;36;35;1;35;33;21
5951.14,0.605039,true,1,0.0026852,0.593771,0.528774,2;2;36;10;37;34;0;33;35;19
5965.39,0.603535,true,1,0.00544034,0.51351,0.522701,0;0;38;1;39;29;0;34;32;19
5969.97,0.590925,true,1,0.0177871,0.59287,0.887279,0;1;37;2;36;35;0;32;35;25
6121.49,0.581994,true,1,0.0176664,0.313432,0.572713,1;1;37;0;36;36;0;36;33;22
6146.94,0.581942,true,1,0.00491284,0.517699,0.395753,0;0;38;12;35;36;0;31;37;24
6155.33,0.574881,true,1,0.00617752,0.581488,0.597949,1;1;37;0;36;36;0;36;33;25
6194.97,0.574832,true,1,0.0117089,0.431207,0.576665,1;0;36;5;39;35;0;34;34;25
6281.15,0.565746,true,1,0.0112179,0.42408,0.626692,0;1;39;0;37;38;0;32;34;24
6375.66,0.562416,true,1,0.0123241,0.555126,0.479143,0;1;35;0;36;37;0;37;34;27
6406.37,0.558771,true,1,0.00647929,0.286876,0.66425,0;0;40;16;35;29;0;36;34;25
6428.7,0.555852,true,1,0.0046561,0.280789,0.618349,0;1;39;0;37;36;0;36;33;18
