weight,max_displacement,feasible,rank,crowding_distance,used_CR,used_F,variables
195.872,5.21969,true,1,0.0021161,0.496496,0.381046,5;2;0;8;1;3;0;16;0;1;1;0;2;0;6;0;0;0;1;0;0;5;0;0;0
195.927,5.21535,true,1,0.00898855,0.336965,0.494553,5;2;1;3;0;3;0;19;0;0;1;0;2;0;7;0;0;0;0;1;0;5;4;0;0
197.293,5.17678,true,1,0.009471,0.46274,0.773918,5;5;0;5;0;1;0;21;0;0;0;0;1;1;0;5;0;0;0;0;0;6;4;0;0
198.002,5.17429,true,1,0.00545536,0.420578,0.485735,5;4;0;10;0;3;0;16;0;2;1;0;2;0;0;0;0;0;0;5;0;0;4;0;0
198.113,5.15043,true,1,0.0226367,0.294823,0.664065,5;6;0;0;0;2;0;18;0;0;1;0;5;3;6;0;0;0;1;0;0;0;8;1;0
198.329,5.04281,true,1,0.0285254,0.547123,0.475428,5;7;0;5;0;4;0;21;0;0;0;0;5;0;0;0;0;0;1;0;0;0;2;0;0
199.587,4.99238,true,1,0.018795,0.338311,0.80318,5;9;0;5;0;2;0;14;0;0;0;0;9;0;5;0;0;0;0;0;0;0;4;1;0
200.57,4.94781,true,1,0.0115751,0.351471,0.425658,5;4;2;5;1;5;0;16;0;2;1;0;4;0;1;0;0;0;0;1;0;5;3;0;0
201.39,4.93693,true,1,0.0114216,0.441706,0.80055,5;7;0;0;0;2;0;16;0;6;1;0;7;0;4;0;1;0;0;2;0;0;6;0;0
203.468,4.90114,true,1,0.0147135,0.372414,0.669689,5;3;0;5;1;0;0;11;0;5;0;0;10;5;0;1;0;0;0;0;8;6;3;0;0
203.684,4.86645,true,1,0.00766664,0.496547,0.601715,5;4;1;6;1;5;0;21;0;2;1;0;4;0;1;0;0;0;0;3;0;0;3;0;0
204.286,4.82966,true,1,0.0146592,0.590693,0.112517,5;12;0;5;0;3;0;18;0;4;0;0;3;0;0;0;0;0;0;0;1;2;5;0;0
205.488,4.72321,true,1,0.019659,0.344439,0.355744,5;9;0;5;0;2;0;14;0;6;0;0;9;0;5;0;1;0;0;0;0;0;4;0;0
207.729,4.67572,true,1,0.0170703,0.490298,0.486035,5;9;0;5;0;2;0;14;0;4;0;0;9;0;5;0;0;0;1;0;0;0;11;0;0
209.095,4.6443,true,1,0.0107045,0.341635,0.388336,5;9;0;5;0;2;0;14;0;6;0;0;9;0;5;6;1;0;0;0;0;0;4;0;0
210.679,4.63366,true,1,0.00817375,0.489645,0.608922,5;6;0;3;0;5;0;22;0;0;0;1;9;1;4;0;0;0;0;2;5;4;1;0;0
211.773,4.61525,true,1,0.00691979,0.485154,0.421961,5;7;0;4;0;5;0;18;0;4;0;0;3;0;4;2;4;0;1;0;0;3;13;0;0
213.303,4.61163,true,1,0.0174928,0.368902,0.501167,5;6;0;4;0;6;0;20;0;0;0;1;8;6;4;0;0;0;1;3;5;4;0;0;0
213.957,4.52754,true,1,0.0153425,0.459764,0.618502,5;7;0;3;0;5;0;29;0;3;1;0;5;0;0;0;0;0;1;0;0;6;4;0;0
214.068,4.52643,true,1,0.0044072,0.374137,0.208304,5;9;0;5;0;2;0;14;0;6;2;0;9;5;5;5;1;0;0;0;0;0;4;0;1
214.996,4.44984,true,1,0.0300989,0.510433,0.460383,5;5;0;5;0;5;0;22;0;5;0;0;9;1;4;4;0;0;0;0;0;0;4;0;3
218.165,4.3605,true,1,0.0213629,0.535817,0.886503,5;9;0;5;7;2;0;16;0;4;0;0;10;0;5;7;0;0;0;0;0;0;6;0;0
219.093,4.35303,true,1,0.00580384,0.406311,0.67184,5;9;0;4;7;2;0;22;0;4;0;0;9;0;5;0;0;1;0;0;0;0;6;1;0
221.553,4.35057,true,1,0.00742249,0.418042,0.416704,5;6;0;12;0;1;0;22;0;2;0;0;11;4;0;5;0;0;0;5;0;0;8;0;0
223.083,4.33669,true,1,0.00724189,0.519814,0.595697,5;11;0;8;0;6;0;18;0;4;1;0;10;0;6;0;0;0;1;1;0;0;6;2;2
223.797,4.31405,true,1,0.0221145,0.630721,0.654376,6;5;0;10;0;5;0;19;0;4;1;1;7;4;0;0;0;0;0;4;3;5;3;0;0
225.105,4.16836,true,1,0.0195566,0.374394,0.70128,5;8;0;4;2;6;0;20;0;5;0;1;11;6;4;0;0;0;1;1;5;2;4;0;0
230.46,4.15087,true,1,0.0129925,0.354308,0.507376,5;11;0;13;0;1;0;22;0;2;0;0;11;4;0;5;0;0;0;0;0;14;4;0;0
231.936,4.10412,true,1,0.0245867,0.409986,0.307018,5;6;1;2;0;5;0;23;0;4;0;0;15;5;2;2;1;2;0;0;8;0;16;0;0
232.865,4.02281,true,1,0.0207811,0.414362,0.725404,5;6;0;11;0;5;0;21;0;7;0;0;10;8;1;7;0;0;2;1;1;8;3;0;0
233.957,3.9958,true,1,0.010223,0.476992,0.319913,5;9;0;5;0;5;0;32;0;6;0;0;9;2;5;3;4;0;0;0;5;0;4;0;0
237.455,3.9954,true,1,0.00773485,0.484342,0.401101,5;4;0;10;0;7;0;29;0;3;0;0;8;0;9;8;0;0;1;1;9;6;3;0;0
238.001,3.97917,true,1,0.0177703,0.423836,0.54858,5;7;3;13;1;1;0;26;0;2;0;0;11;14;0;5;3;0;0;0;0;1;9;0;1
238.713,3.89742,true,1,0.00469335,0.310723,0.488834,5;6;0;6;2;4;0;25;0;6;0;0;9;10;13;5;0;0;0;0;0;12;4;0;0
240.79,3.89171,true,1,0.00511199,0.763862,0.589536,6;9;2;10;9;3;0;19;0;1;1;0;11;4;3;3;0;0;0;1;0;8;7;0;0
241.442,3.88684,true,1,0.0098404,0.350697,0.364646,5;5;1;17;5;4;0;26;0;4;0;1;10;5;2;1;3;0;0;0;7;0;5;0;1
242.808,3.84805,true,1,0.018712,0.592083,0.401508,5;9;0;5;0;5;0;36;0;11;1;0;8;2;8;0;0;0;0;0;5;2;6;0;0
244.395,3.79746,true,1,0.011425,0.767023,0.748235,5;8;0;11;0;5;0;24;0;7;0;1;9;8;4;7;0;0;2;1;8;8;4;0;0
244.503,3.7927,true,1,0.00691913,0.324505,0.535255,5;6;0;4;3;4;0;28;0;8;1;0;16;9;4;0;0;0;1;3;5;4;8;0;0
245.869,3.76716,true,1,0.0208299,0.354464,0.364881,5;13;0;8;11;3;0;23;0;1;1;0;12;11;2;5;0;0;0;3;0;5;7;0;0
249.366,3.70454,true,1,0.0208982,0.493041,0.949614,5;10;0;7;8;4;0;21;0;10;2;0;16;6;4;0;0;0;0;3;6;3;7;0;0
254.557,3.7022,true,1,0.00470827,0.516773,0.395557,5;13;0;14;2;3;0;25;0;3;2;0;17;6;9;0;1;0;0;4;0;0;14;2;0
254.723,3.68183,true,1,0.00942803,0.275801,0.553537,6;10;0;14;3;4;0;25;0;3;2;0;20;0;9;0;0;0;0;1;0;4;9;0;0
255.541,3.65353,true,1,0.0142419,0.596729,0.5322,5;12;0;9;8;5;0;23;0;3;0;0;20;7;5;17;1;0;0;0;0;0;6;0;0
257.128,3.61493,true,1,0.0157416,0.569386,0.658995,5;6;0;6;4;4;0;25;0;8;0;3;14;8;1;12;0;0;0;0;6;12;16;0;0
259.424,3.58841,true,1,0.0253314,0.609815,0.351792,6;6;0;5;3;7;1;27;0;9;3;0;15;10;4;5;0;1;0;3;0;0;15;1;0
263.356,3.50998,true,1,0.0225041,0.471349,0.749995,5;11;0;10;5;3;2;26;0;12;1;0;10;8;2;8;8;2;0;0;5;0;14;2;0
265.376,3.45523,true,1,0.0172761,0.227429,0.432289,4;12;0;10;4;2;0;24;0;10;0;0;17;9;15;17;1;0;0;0;2;6;14;0;0
265.76,3.41335,true,1,0.0246784,0.585142,0.294269,5;9;0;9;7;5;0;36;0;3;1;0;10;7;5;7;4;0;0;0;5;19;6;0;0
270.132,3.34355,true,1,0.0310146,0.244145,0.571995,5;9;0;10;7;2;0;32;0;5;0;0;17;7;0;7;5;0;0;0;9;19;10;0;0
276.413,3.30665,true,1,0.0250905,0.568231,0.303356,5;17;0;10;4;7;0;40;0;9;0;0;13;0;9;8;0;0;1;0;9;7;4;0;0
277.947,3.25145,true,1,0.023607,0.463471,0.67572,6;6;9;14;10;5;0;29;0;9;0;0;11;2;8;3;4;0;0;2;5;5;13;0;0
283.853,3.22061,true,1,0.0210766,0.421312,0.489513,7;14;0;5;0;7;0;30;0;9;3;0;20;19;4;5;2;0;2;0;0;4;13;1;0
284.016,3.17051,true,1,0.0237169,0.447832,0.590007,7;9;0;13;9;4;0;27;0;12;0;0;16;15;11;0;4;0;2;1;0;4;10;0;0
290.686,3.07201,true,1,0.0221335,0.4261,0.662763,8;9;0;17;7;5;0;36;0;3;0;0;10;7;5;7;4;0;0;0;5;19;6;0;0
298.435,3.05447,true,1,0.0153151,0.530667,0.325314,5;17;0;10;7;8;0;40;0;9;0;4;17;0;11;8;0;0;1;0;8;13;13;0;1
298.99,3.04121,true,1,0.0116739,0.580416,0.483912,8;15;0;9;0;15;1;35;0;9;2;0;18;5;6;1;0;2;0;1;12;0;11;1;0
303.965,3.02246,true,1,0.00624683,0.305233,0.506957,9;13;0;10;0;15;2;30;0;8;0;0;28;10;0;6;0;0;0;2;3;0;13;0;0
305.326,3.01686,true,1,0.0125003,0.347688,0.583843,7;12;0;10;13;4;1;30;0;13;3;4;18;19;4;5;1;2;0;2;0;2;13;1;4
308.507,2.9354,true,1,0.0254719,0.529995,0.867545,10;12;1;10;1;7;0;29;0;4;2;0;22;15;7;2;2;0;0;1;10;15;9;0;0
311.177,2.87274,true,1,0.0204903,0.264166,0.495764,8;9;10;17;7;5;0;36;0;11;1;0;10;7;8;7;4;0;0;0;5;19;6;0;0
318.338,2.86214,true,1,0.0137653,0.389127,0.146089,9;8;0;17;10;12;0;38;0;12;1;1;10;17;0;0;4;2;1;1;9;8;9;1;1
320.411,2.81533,true,1,0.0103443,0.384556,0.110311,8;13;0;14;3;19;0;34;0;7;3;3;20;10;6;9;2;1;0;0;4;5;13;4;1
322.49,2.79786,true,1,0.00879777,0.46117,0.241361,9;11;9;16;10;5;0;36;0;14;0;2;9;6;6;7;4;0;1;2;9;9;8;2;1
324.948,2.77396,true,1,0.0225156,0.477573,0.494309,9;16;0;23;9;12;1;37;0;8;0;2;12;7;0;4;3;1;1;0;5;9;14;2;0
330.082,2.71749,true,1,0.0171771,0.530729,0.424918,8;23;0;14;8;12;0;34;0;7;3;3;20;10;1;9;2;0;0;0;4;5;22;4;1
331.178,2.71724,true,1,0.00371685,0.560576,0.444335,9;12;0;16;8;9;0;25;0;14;0;0;35;7;4;7;0;0;0;0;10;12;18;0;0
332.65,2.71399,true,1,0.00464101,0.588174,0.412839,8;23;0;14;8;12;0;31;0;15;0;3;20;3;10;0;6;0;0;0;11;5;19;4;1
333.311,2.63368,true,1,0.0225789,0.423491,0.377164,9;17;0;13;15;7;1;30;0;10;1;0;18;19;4;5;8;3;1;1;6;11;13;1;1
341.785,2.5981,true,1,0.019448,0.513859,0.393386,11;15;2;10;0;18;1;42;0;12;4;0;16;14;4;6;1;0;0;0;4;1;21;2;1
348.672,2.57414,true,1,0.0109901,0.599188,0.312467,10;7;1;10;7;14;0;40;0;10;0;0;16;10;12;14;3;2;0;1;12;31;12;3;0
351.351,2.56732,true,1,0.00747738,0.404898,0.250401,12;16;0;17;9;15;0;37;0;8;3;2;16;7;4;0;3;0;6;0;9;7;17;2;0
353.37,2.56374,true,1,0.00439229,0.434549,0.618789,11;12;1;13;10;8;0;41;0;17;0;6;14;11;0;17;2;8;0;0;12;4;16;0;0
353.804,2.55901,true,1,0.00283026,0.54254,0.469178,10;16;0;19;8;14;1;32;0;8;2;2;29;10;6;10;0;1;1;6;0;10;14;2;6
354.513,2.55523,true,1,0.007571,0.353638,0.417676,9;13;6;7;9;9;0;44;0;14;1;1;21;7;17;10;0;3;3;2;8;24;10;0;3
355.335,2.52434,true,1,0.00260332,0.731542,0.521575,10;16;0;7;8;17;1;33;0;12;1;0;29;10;6;12;8;0;2;0;14;9;14;2;3
356.266,2.52249,true,1,0.00264667,0.524109,0.60954,11;14;0;17;13;11;2;31;0;8;0;0;32;13;18;3;1;0;0;0;7;2;17;2;2
357.247,2.52245,true,1,0.01414,0.41598,0.60683,10;23;3;14;7;14;2;34;0;6;0;3;23;3;10;13;6;0;0;0;10;5;19;5;4
358.661,2.45613,true,1,0.0197042,0.550241,0.42081,8;23;0;10;4;14;0;43;0;21;3;1;20;22;5;9;2;1;0;1;11;5;22;1;2
362.881,2.44649,true,1,0.00954073,0.387896,0.538773,12;27;2;20;8;8;0;37;0;5;1;0;20;5;3;8;9;0;0;0;9;7;23;0;2
363.477,2.43438,true,1,0.00460967,0.65128,0.25795,10;15;0;12;9;8;0;40;0;11;1;10;22;17;12;11;2;3;2;3;14;5;15;1;2
364.583,2.43149,true,1,0.00825234,0.417471,0.500991,14;18;2;7;5;13;0;33;0;13;0;0;21;6;14;8;14;0;0;0;9;6;18;0;0
367.084,2.40259,true,1,0.0060983,0.304397,0.232935,11;16;5;24;12;15;0;41;0;6;1;0;19;20;8;5;3;1;2;0;10;6;9;0;1
367.694,2.39788,true,1,0.00396014,0.469009,0.327892,13;16;0;6;0;14;0;44;1;12;0;0;24;12;10;13;5;0;3;0;8;10;18;3;0
373.695,2.39293,true,1,0.00983013,0.483702,0.658391,10;19;0;14;10;12;0;38;0;9;1;6;30;29;0;0;9;2;0;0;12;20;11;3;0
374.25,2.37757,true,1,0.00893636,0.379982,0.35211,13;19;0;17;0;17;1;44;0;13;4;2;14;12;5;4;4;2;6;0;9;13;11;0;4
375.998,2.35667,true,1,0.00842393,0.483451,0.660872,13;29;0;16;0;16;0;37;0;11;0;0;25;21;0;4;3;3;0;0;6;4;25;2;0
377.474,2.35097,true,1,0.00744321,0.39169,0.516605,13;25;0;12;3;16;1;37;0;15;0;2;19;12;5;9;2;1;5;0;12;8;13;3;7
377.905,2.32639,true,1,0.0104794,0.490384,0.880363,10;15;5;14;25;5;0;38;0;6;0;3;17;28;9;18;9;0;0;2;6;19;20;0;0
380.538,2.30672,true,1,0.00839553,0.447647,0.598719,14;18;0;7;4;14;0;40;0;9;0;0;35;6;14;8;14;0;1;0;9;7;18;0;0
383.369,2.30074,true,1,0.00643179,0.607038,0.576652,11;25;0;10;9;7;0;33;0;16;0;13;34;10;10;10;5;8;0;0;9;5;21;0;1
389.215,2.2993,true,1,0.0138316,0.464088,0.470943,11;22;0;21;9;23;2;41;0;12;0;4;22;10;16;0;3;0;0;0;13;4;23;3;2
389.599,2.25356,true,1,0.0169668,0.595841,0.642581,11;15;0;26;16;7;1;35;0;22;2;3;19;18;11;8;0;6;0;1;15;15;17;0;0
394.083,2.23403,true,1,0.0124652,0.558528,0.424478,12;25;0;12;0;16;0;44;1;13;1;0;30;16;6;12;4;4;3;4;15;12;18;1;0
395.774,2.2243,true,1,0.00839946,0.351108,0.55847,11;25;3;12;6;15;1;44;0;22;2;0;18;17;18;8;2;3;0;6;6;16;14;4;4
396.267,2.20008,true,1,0.0120169,0.283446,0.530787,11;20;1;14;4;10;0;44;0;15;0;11;24;26;8;12;5;2;0;2;15;10;22;1;4
401.083,2.19145,true,1,0.0102163,0.511167,0.391842,14;21;0;12;6;17;0;40;1;24;7;0;15;13;6;11;4;2;0;3;10;11;16;4;5
402.659,2.18568,true,1,0.0138228,0.486907,0.401438,11;16;0;24;9;15;0;44;0;22;0;1;24;12;18;2;2;3;0;6;7;18;21;0;9
404.909,2.13726,true,1,0.0263669,0.527294,0.270211,14;13;0;12;8;14;0;44;0;16;0;0;35;13;21;10;11;4;1;0;9;6;18;0;0
413.595,2.03678,true,1,0.036854,0.496398,0.468702,14;22;0;21;8;14;0;44;0;16;0;0;35;12;8;10;11;0;1;0;9;6;21;0;0
423.759,2.02625,true,1,0.0157286,0.488362,0.582326,14;20;0;18;12;13;0;40;0;24;2;6;28;15;14;11;4;0;0;0;11;11;16;2;6
424.901,2.02516,true,1,0.0152929,0.318175,0.43506,11;20;1;19;17;10;0;44;0;15;0;5;24;26;11;13;5;6;0;2;15;13;44;0;0
436.05,2.01466,true,1,0.0229243,0.45624,0.343504,13;33;2;24;17;11;0;37;0;20;3;0;34;16;2;14;14;4;0;1;8;8;19;2;3
437.524,1.97957,true,1,0.0143105,0.498305,0.887109,12;28;0;26;8;17;0;44;0;13;0;12;29;28;7;12;14;0;0;0;19;9;14;1;6
438.079,1.94383,true,1,0.023247,0.438646,0.689588,15;30;4;16;8;9;0;44;0;14;0;9;35;13;11;18;6;0;0;3;10;12;18;0;3
449.673,1.9264,true,1,0.0173164,0.476294,0.390966,18;31;2;12;14;13;1;36;0;20;2;0;29;17;8;18;6;1;0;0;13;21;14;0;0
450.258,1.9251,true,1,0.00360321,0.495455,0.521884,13;22;0;29;19;15;1;44;0;16;1;3;32;18;12;19;0;5;0;3;13;11;19;0;13
450.648,1.91141,true,1,0.00550126,0.216422,0.804468,15;23;0;24;23;11;0;38;0;17;2;6;28;13;12;25;4;0;1;1;9;25;16;2;2
458.739,1.89371,true,1,0.0159233,0.336325,0.695009,16;19;2;22;13;15;0;37;0;21;1;5;33;27;5;26;5;0;0;7;7;20;19;2;2
460.814,1.87888,true,1,0.0123915,0.438723,0.685972,16;19;2;28;13;16;0;37;0;21;1;5;33;27;5;17;5;0;0;7;7;21;19;2;2
465.411,1.86847,true,1,0.00870414,0.422229,0.671262,17;20;0;19;9;14;2;44;0;10;0;1;35;17;16;22;12;0;0;0;13;18;31;0;15
465.856,1.8637,true,1,0.00817673,0.599053,0.643462,20;16;0;27;8;14;0;44;0;12;2;0;29;19;9;10;18;0;1;0;14;22;14;3;8
469.993,1.85309,true,1,0.0103781,0.492468,0.580407,15;18;2;38;30;8;0;37;0;14;0;10;20;22;22;8;12;0;0;2;10;32;24;0;2
471.531,1.84318,true,1,0.00597881,0.450211,0.215034,18;16;10;22;9;19;0;43;0;22;3;0;26;20;20;15;15;2;0;1;12;6;24;2;1
473.226,1.82325,true,1,0.0185968,0.486143,0.489768,18;18;6;19;14;11;0;44;0;19;2;3;29;29;9;33;1;0;1;2;11;18;22;0;3
481.026,1.78719,true,1,0.0206271,0.570221,0.513733,14;23;5;27;23;12;0;44;0;16;0;13;35;12;8;10;11;5;1;7;18;35;21;0;0
484.522,1.78259,true,1,0.00967976,0.474787,0.447098,15;27;14;25;26;13;0;43;0;32;5;1;29;18;5;9;9;0;0;1;15;19;20;0;0
487.488,1.77647,true,1,0.00823357,0.52115,0.480447,18;17;2;24;9;20;2;43;0;22;1;5;29;20;16;21;15;0;2;0;12;15;31;2;4
490.116,1.77366,true,1,0.00972287,0.559508,0.442558,20;19;0;24;8;12;1;43;0;15;3;11;37;22;10;16;10;4;0;4;11;18;22;2;5
493.984,1.76342,true,1,0.00842324,0.406738,0.591889,15;29;7;17;11;9;0;43;0;20;0;15;29;27;20;22;11;11;2;0;25;24;22;0;5
494.585,1.75601,true,1,0.010328,0.374024,0.455307,15;24;7;25;15;5;0;35;0;25;0;11;33;17;27;12;19;4;3;0;26;27;28;1;6
497.381,1.72681,true,1,0.0178787,0.572284,0.185822,20;29;1;33;15;12;1;43;0;11;1;13;33;24;7;19;3;1;2;1;9;20;19;0;0
503.162,1.71203,true,1,0.0144534,0.628791,0.505942,15;29;7;18;20;9;0;44;0;22;0;15;29;27;20;20;11;11;2;1;25;24;17;0;5
506.953,1.71024,true,1,0.010413,0.616018,0.826365,22;27;0;15;5;21;0;44;0;20;0;7;34;24;11;20;12;8;0;5;13;9;24;3;3
506.995,1.67805,true,1,0.0091439,0.617982,0.138509,18;31;0;33;14;13;0;44;0;20;2;6;29;29;8;18;23;1;0;1;15;21;15;2;8
516.278,1.66284,true,1,0.0211708,0.375223,0.43229,16;29;10;33;21;13;3;44;0;17;0;6;34;30;3;26;19;0;1;0;18;22;24;1;3
521.805,1.64254,true,1,0.00625698,0.28787,0.525823,19;27;0;37;16;18;1;44;0;19;1;6;35;21;16;8;6;4;11;3;15;18;26;2;6
524.049,1.63225,true,1,0.00596626,0.55196,0.623035,20;21;8;32;24;9;0;41;0;20;1;13;33;24;7;19;7;3;2;0;23;20;22;0;6
525.251,1.63206,true,1,0.00599878,0.445818,0.429865,19;26;8;27;13;8;0;40;0;19;0;12;38;34;15;24;11;11;0;2;19;25;17;2;3
528.413,1.60653,true,1,0.0165992,0.556106,0.673273,17;33;0;30;15;12;1;44;0;18;0;17;34;21;20;10;28;0;0;1;29;24;27;3;4
534.427,1.59886,true,1,0.0202779,0.441518,0.56991,19;32;0;28;17;19;2;42;0;28;1;9;37;31;15;16;17;0;0;0;15;14;19;2;10
542.786,1.59007,true,1,0.0139487,0.539665,0.561397,17;27;1;23;17;15;0;44;0;16;0;20;44;44;26;26;10;13;2;6;13;19;19;4;4
544.313,1.58753,true,1,0.00821815,0.386761,0.505635,17;25;1;38;20;10;0;44;0;20;0;30;34;22;24;14;32;0;3;7;6;24;32;0;0
549.143,1.58479,true,1,0.0070223,0.471624,0.365175,24;29;0;24;5;18;0;44;0;25;0;11;44;34;7;11;6;3;0;3;18;18;26;7;5
549.719,1.58461,true,1,0.00155758,0.354379,0.4067,15;11;20;33;44;8;0;44;0;14;0;10;38;28;22;42;12;0;5;2;10;32;38;0;2
550.055,1.58215,true,1,0.00405321,0.660972,0.39142,18;20;5;44;18;15;0;44;0;25;0;4;40;26;27;12;24;9;3;4;9;27;28;4;2
550.237,1.56437,true,1,0.00699626,0.718516,0.554881,24;33;7;24;19;14;0;44;0;18;0;8;28;32;16;22;4;9;2;3;14;10;35;0;1
552.088,1.55542,true,1,0.00487723,0.634573,0.496776,21;33;0;24;8;15;0;44;0;15;0;9;44;22;20;35;10;4;0;4;23;44;17;2;5
552.52,1.55196,true,1,0.00594316,0.521127,0.525256,20;29;2;43;19;13;1;44;0;11;0;14;36;28;8;22;25;4;0;0;14;41;19;3;0
554.869,1.54029,true,1,0.0127916,0.45524,0.537875,19;25;4;30;24;14;0;44;0;20;0;9;34;18;28;44;12;6;0;1;12;44;21;0;5
559.406,1.52589,true,1,0.0132065,0.397554,0.551996,20;34;0;30;15;14;2;44;0;18;0;17;34;24;22;13;21;0;0;0;44;24;27;3;4
562.518,1.51725,true,1,0.0158335,0.493949,0.483064,20;26;11;30;28;12;1;44;0;16;3;9;44;31;20;21;15;0;1;5;9;16;34;0;9
570.72,1.48409,true,1,0.0246664,0.496868,0.502412,22;34;4;42;20;13;1;44;0;16;0;9;42;21;18;25;2;6;0;6;13;21;37;4;0
582.955,1.45181,true,1,0.0220642,0.396938,0.53449,20;28;9;44;16;9;0;44;0;31;0;16;38;24;23;25;11;0;1;5;19;25;39;0;5
593.345,1.43862,true,1,0.0121788,0.39537,0.385228,22;26;9;33;24;13;1;44;0;33;2;6;35;44;8;18;20;8;0;1;18;21;43;2;6
594.552,1.43815,true,1,0.0104984,0.35356,0.61722,24;26;7;30;19;21;1;44;0;27;0;7;44;36;20;18;17;8;1;3;12;16;34;2;4
